timestamp,open,high,low,close,volume,date,time,symbol
2025-11-03 09:05:00,10395.76,10395.81,10395.36,10395.41,1218199,2025-11-03,09:05:00,FTSE100
2025-11-03 09:06:00,10395.41,10395.46,10395.3,10395.36,1207419,2025-11-03,09:06:00,FTSE100
2025-11-03 09:07:00,10395.36,10396.25,10395.29,10396.18,1196848,2025-11-03,09:07:00,FTSE100
2025-11-03 09:08:00,10396.18,10397.3,10396.09,10397.21,1186483,2025-11-03,09:08:00,FTSE100
2025-11-03 09:09:00,10397.21,10397.24,10396.23,10396.26,1176320,2025-11-03,09:09:00,FTSE100
2025-11-03 09:10:00,10396.26,10396.46,10395.52,10395.73,1166354,2025-11-03,09:10:00,FTSE100
2025-11-03 09:11:00,10395.73,10396.43,10395.64,10396.35,1156582,2025-11-03,09:11:00,FTSE100
2025-11-03 09:12:00,10396.35,10396.4,10394.82,10394.87,1147000,2025-11-03,09:12:00,FTSE100
2025-11-03 09:13:00,10394.87,10395.16,10394.31,10394.6,1137604,2025-11-03,09:13:00,FTSE100
2025-11-03 09:14:00,10394.6,10394.67,10394.57,10394.63,1128391,2025-11-03,09:14:00,FTSE100
2025-11-03 09:15:00,10394.63,10395.82,10394.55,10395.74,1119357,2025-11-03,09:15:00,FTSE100
2025-11-03 09:16:00,10395.74,10396.64,10395.51,10396.4,1110499,2025-11-03,09:16:00,FTSE100
2025-11-03 09:17:00,10396.4,10396.49,10396.17,10396.25,1101813,2025-11-03,09:17:00,FTSE100
2025-11-03 09:18:00,10396.25,10396.34,10395.97,10396.06,1093296,2025-11-03,09:18:00,FTSE100
2025-11-03 09:19:00,10396.06,10396.37,10395.66,10395.97,1084945,2025-11-03,09:19:00,FTSE100
2025-11-03 09:20:00,10395.97,10397.65,10395.61,10397.29,1076757,2025-11-03,09:20:00,FTSE100
2025-11-03 09:21:00,10397.29,10397.36,10396.99,10397.06,1068727,2025-11-03,09:21:00,FTSE100
2025-11-03 09:22:00,10397.06,10397.25,10396.73,10396.92,1060854,2025-11-03,09:22:00,FTSE100
2025-11-03 09:23:00,10396.92,10397.38,10396.85,10397.31,1053134,2025-11-03,09:23:00,FTSE100
2025-11-03 09:24:00,10397.31,10397.6,10397.04,10397.32,1045565,2025-11-03,09:24:00,FTSE100
2025-11-03 09:25:00,10397.32,10397.4,10397.2,10397.27,1038142,2025-11-03,09:25:00,FTSE100
2025-11-03 09:26:00,10397.27,10397.28,10396.48,10396.49,1030864,2025-11-03,09:26:00,FTSE100
2025-11-03 09:27:00,10396.49,10396.72,10396.35,10396.59,1023728,2025-11-03,09:27:00,FTSE100
2025-11-03 09:28:00,10396.59,10396.64,10396.28,10396.34,1016731,2025-11-03,09:28:00,FTSE100
2025-11-03 09:29:00,10396.34,10397.45,10396.27,10397.38,1009870,2025-11-03,09:29:00,FTSE100
2025-11-03 09:30:00,10397.38,10398.04,10397.35,10398.01,1003143,2025-11-03,09:30:00,FTSE100
2025-11-03 09:31:00,10398.01,10398.34,10397.77,10398.1,996546,2025-11-03,09:31:00,FTSE100
2025-11-03 09:32:00,10398.1,10398.81,10398.02,10398.74,990078,2025-11-03,09:32:00,FTSE100
2025-11-03 09:33:00,10398.74,10398.76,10398.55,10398.58,983737,2025-11-03,09:33:00,FTSE100
2025-11-03 09:34:00,10398.58,10399.71,10398.39,10399.52,977518,2025-11-03,09:34:00,FTSE100
2025-11-03 09:35:00,10399.52,10399.64,10399.51,10399.63,971421,2025-11-03,09:35:00,FTSE100
2025-11-03 09:36:00,10399.63,10400.3,10399.53,10400.2,965443,2025-11-03,09:36:00,FTSE100
2025-11-03 09:37:00,10400.2,10400.25,10399.23,10399.28,959581,2025-11-03,09:37:00,FTSE100
2025-11-03 09:38:00,10399.28,10399.75,10399.18,10399.66,953834,2025-11-03,09:38:00,FTSE100
2025-11-03 09:39:00,10399.66,10399.75,10398.32,10398.42,948198,2025-11-03,09:39:00,FTSE100
2025-11-03 09:40:00,10398.42,10398.56,10396.76,10396.9,942673,2025-11-03,09:40:00,FTSE100
2025-11-03 09:41:00,10396.9,10397.13,10396.53,10396.76,937255,2025-11-03,09:41:00,FTSE100
2025-11-03 09:42:00,10396.76,10396.81,10396.1,10396.15,931943,2025-11-03,09:42:00,FTSE100
2025-11-03 09:43:00,10396.15,10396.45,10396.08,10396.39,926735,2025-11-03,09:43:00,FTSE100
2025-11-03 09:44:00,10396.39,10398.31,10396.36,10398.29,921628,2025-11-03,09:44:00,FTSE100
2025-11-03 09:45:00,10398.29,10398.3,10397.72,10397.73,916621,2025-11-03,09:45:00,FTSE100
2025-11-03 09:46:00,10397.73,10397.9,10397.17,10397.34,911711,2025-11-03,09:46:00,FTSE100
2025-11-03 09:47:00,10397.34,10397.92,10397.03,10397.61,906898,2025-11-03,09:47:00,FTSE100
2025-11-03 09:48:00,10397.61,10398.14,10397.58,10398.11,902179,2025-11-03,09:48:00,FTSE100
2025-11-03 09:49:00,10398.11,10398.31,10397.88,10398.08,897551,2025-11-03,09:49:00,FTSE100
2025-11-03 09:50:00,10398.08,10398.21,10397.89,10398.02,893015,2025-11-03,09:50:00,FTSE100
2025-11-03 09:51:00,10398.02,10398.71,10398.01,10398.69,888567,2025-11-03,09:51:00,FTSE100
2025-11-03 09:52:00,10398.69,10399.31,10398.6,10399.21,884205,2025-11-03,09:52:00,FTSE100
2025-11-03 09:53:00,10399.21,10399.42,10398.29,10398.49,879930,2025-11-03,09:53:00,FTSE100
2025-11-03 09:54:00,10398.49,10398.64,10398.39,10398.54,875738,2025-11-03,09:54:00,FTSE100
2025-11-03 09:55:00,10398.54,10398.88,10398.33,10398.67,871627,2025-11-03,09:55:00,FTSE100
2025-11-03 09:56:00,10398.67,10398.79,10397.82,10397.94,867598,2025-11-03,09:56:00,FTSE100
2025-11-03 09:57:00,10397.94,10398.38,10397.81,10398.25,863647,2025-11-03,09:57:00,FTSE100
2025-11-03 09:58:00,10398.25,10398.51,10397.42,10397.67,859774,2025-11-03,09:58:00,FTSE100
2025-11-03 09:59:00,10397.67,10398.57,10397.66,10398.56,855976,2025-11-03,09:59:00,FTSE100
2025-11-03 10:00:00,10398.56,10398.87,10398.51,10398.82,852253,2025-11-03,10:00:00,FTSE100
2025-11-03 10:01:00,10398.82,10399.19,10398.63,10399.0,848603,2025-11-03,10:01:00,FTSE100
2025-11-03 10:02:00,10399.0,10399.16,10398.47,10398.63,845025,2025-11-03,10:02:00,FTSE100
2025-11-03 10:03:00,10398.63,10398.69,10398.59,10398.65,841517,2025-11-03,10:03:00,FTSE100
2025-11-03 10:04:00,10398.65,10398.68,10397.12,10397.15,838077,2025-11-03,10:04:00,FTSE100
2025-11-03 10:05:00,10397.15,10397.31,10396.21,10396.36,834706,2025-11-03,10:05:00,FTSE100
2025-11-03 10:06:00,10396.36,10396.8,10396.31,10396.75,831400,2025-11-03,10:06:00,FTSE100
2025-11-03 10:07:00,10396.75,10396.79,10395.12,10395.16,828160,2025-11-03,10:07:00,FTSE100
2025-11-03 10:08:00,10395.16,10396.04,10395.07,10395.94,824983,2025-11-03,10:08:00,FTSE100
2025-11-03 10:09:00,10395.94,10396.11,10394.49,10394.65,821868,2025-11-03,10:09:00,FTSE100
2025-11-03 10:10:00,10394.65,10395.49,10394.53,10395.37,818815,2025-11-03,10:10:00,FTSE100
2025-11-03 10:11:00,10395.37,10395.47,10394.7,10394.8,815822,2025-11-03,10:11:00,FTSE100
2025-11-03 10:12:00,10394.8,10395.66,10394.66,10395.53,812889,2025-11-03,10:12:00,FTSE100
2025-11-03 10:13:00,10395.53,10395.8,10395.47,10395.74,810013,2025-11-03,10:13:00,FTSE100
2025-11-03 10:14:00,10395.74,10395.75,10394.61,10394.62,807194,2025-11-03,10:14:00,FTSE100
2025-11-03 10:15:00,10394.62,10395.83,10394.51,10395.72,804430,2025-11-03,10:15:00,FTSE100
2025-11-03 10:16:00,10395.72,10397.02,10395.69,10396.99,801722,2025-11-03,10:16:00,FTSE100
2025-11-03 10:17:00,10396.99,10397.15,10396.88,10397.04,799067,2025-11-03,10:17:00,FTSE100
2025-11-03 10:18:00,10397.04,10397.19,10396.78,10396.93,796464,2025-11-03,10:18:00,FTSE100
2025-11-03 10:19:00,10396.93,10396.94,10396.89,10396.91,793913,2025-11-03,10:19:00,FTSE100
2025-11-03 10:20:00,10396.91,10397.05,10396.09,10396.23,791413,2025-11-03,10:20:00,FTSE100
2025-11-03 10:21:00,10396.23,10397.36,10396.1,10397.22,788962,2025-11-03,10:21:00,FTSE100
2025-11-03 10:22:00,10397.22,10397.26,10396.85,10396.89,786560,2025-11-03,10:22:00,FTSE100
2025-11-03 10:23:00,10396.89,10397.28,10396.58,10396.96,784205,2025-11-03,10:23:00,FTSE100
2025-11-03 10:24:00,10396.96,10397.11,10396.28,10396.43,781898,2025-11-03,10:24:00,FTSE100
2025-11-03 10:25:00,10396.43,10396.45,10396.02,10396.04,779636,2025-11-03,10:25:00,FTSE100
2025-11-03 10:26:00,10396.04,10396.25,10394.92,10395.12,777420,2025-11-03,10:26:00,FTSE100
2025-11-03 10:27:00,10395.12,10396.34,10395.02,10396.24,775247,2025-11-03,10:27:00,FTSE100
2025-11-03 10:28:00,10396.24,10396.49,10395.96,10396.22,773119,2025-11-03,10:28:00,FTSE100
2025-11-03 10:29:00,10396.22,10397.16,10396.16,10397.1,771032,2025-11-03,10:29:00,FTSE100
2025-11-03 10:30:00,10397.1,10397.26,10397.07,10397.22,768988,2025-11-03,10:30:00,FTSE100
2025-11-03 10:31:00,10397.22,10397.25,10396.75,10396.77,766984,2025-11-03,10:31:00,FTSE100
2025-11-03 10:32:00,10396.77,10396.99,10396.4,10396.62,765021,2025-11-03,10:32:00,FTSE100
2025-11-03 10:33:00,10396.62,10396.67,10396.22,10396.28,763097,2025-11-03,10:33:00,FTSE100
2025-11-03 10:34:00,10396.28,10396.43,10396.23,10396.39,761212,2025-11-03,10:34:00,FTSE100
2025-11-03 10:35:00,10396.39,10396.69,10395.89,10396.2,759365,2025-11-03,10:35:00,FTSE100
2025-11-03 10:36:00,10396.2,10396.39,10395.87,10396.06,757556,2025-11-03,10:36:00,FTSE100
2025-11-03 10:37:00,10396.06,10396.17,10394.96,10395.07,755782,2025-11-03,10:37:00,FTSE100
2025-11-03 10:38:00,10395.07,10395.27,10394.33,10394.53,754045,2025-11-03,10:38:00,FTSE100
2025-11-03 10:39:00,10394.53,10396.0,10394.5,10395.96,752343,2025-11-03,10:39:00,FTSE100
2025-11-03 10:40:00,10395.96,10396.28,10395.21,10395.53,750676,2025-11-03,10:40:00,FTSE100
2025-11-03 10:41:00,10395.53,10395.57,10394.76,10394.8,749042,2025-11-03,10:41:00,FTSE100
2025-11-03 10:42:00,10394.8,10395.29,10394.68,10395.17,747442,2025-11-03,10:42:00,FTSE100
2025-11-03 10:43:00,10395.17,10396.76,10394.82,10396.41,745875,2025-11-03,10:43:00,FTSE100
2025-11-03 10:44:00,10396.41,10396.49,10395.27,10395.35,744340,2025-11-03,10:44:00,FTSE100
2025-11-03 10:45:00,10395.35,10395.38,10395.26,10395.29,742836,2025-11-03,10:45:00,FTSE100
2025-11-03 10:46:00,10395.29,10395.34,10394.85,10394.89,741363,2025-11-03,10:46:00,FTSE100
2025-11-03 10:47:00,10394.89,10395.09,10393.39,10393.59,739921,2025-11-03,10:47:00,FTSE100
2025-11-03 10:48:00,10393.59,10394.45,10393.42,10394.29,738508,2025-11-03,10:48:00,FTSE100
2025-11-03 10:49:00,10394.29,10394.62,10394.04,10394.37,737125,2025-11-03,10:49:00,FTSE100
2025-11-03 10:50:00,10394.37,10394.65,10394.26,10394.54,735771,2025-11-03,10:50:00,FTSE100
2025-11-03 10:51:00,10394.54,10394.59,10394.0,10394.04,734444,2025-11-03,10:51:00,FTSE100
2025-11-03 10:52:00,10394.04,10394.54,10394.02,10394.52,733146,2025-11-03,10:52:00,FTSE100
2025-11-03 10:53:00,10394.52,10394.65,10394.06,10394.19,731874,2025-11-03,10:53:00,FTSE100
2025-11-03 10:54:00,10394.19,10394.66,10393.71,10394.18,730630,2025-11-03,10:54:00,FTSE100
2025-11-03 10:55:00,10394.18,10394.2,10393.39,10393.41,729411,2025-11-03,10:55:00,FTSE100
2025-11-03 10:56:00,10393.41,10393.44,10392.5,10392.54,728219,2025-11-03,10:56:00,FTSE100
2025-11-03 10:57:00,10392.54,10394.01,10392.24,10393.72,727051,2025-11-03,10:57:00,FTSE100
2025-11-03 10:58:00,10393.72,10393.78,10393.35,10393.42,725909,2025-11-03,10:58:00,FTSE100
2025-11-03 10:59:00,10393.42,10393.78,10393.4,10393.76,724791,2025-11-03,10:59:00,FTSE100
2025-11-03 11:00:00,10393.76,10393.84,10393.75,10393.84,723697,2025-11-03,11:00:00,FTSE100
2025-11-03 11:01:00,10393.84,10393.85,10393.58,10393.59,722626,2025-11-03,11:01:00,FTSE100
2025-11-03 11:02:00,10393.59,10393.68,10393.21,10393.29,721579,2025-11-03,11:02:00,FTSE100
2025-11-03 11:03:00,10393.29,10393.97,10393.22,10393.9,720555,2025-11-03,11:03:00,FTSE100
2025-11-03 11:04:00,10393.9,10394.06,10393.62,10393.77,719553,2025-11-03,11:04:00,FTSE100
2025-11-03 11:05:00,10393.77,10393.79,10393.74,10393.76,718573,2025-11-03,11:05:00,FTSE100
2025-11-03 11:06:00,10393.76,10393.91,10393.73,10393.88,717614,2025-11-03,11:06:00,FTSE100
2025-11-03 11:07:00,10393.88,10394.94,10393.88,10394.93,716677,2025-11-03,11:07:00,FTSE100
2025-11-03 11:08:00,10394.93,10395.67,10394.84,10395.58,715760,2025-11-03,11:08:00,FTSE100
2025-11-03 11:09:00,10395.58,10396.14,10395.44,10396.0,714865,2025-11-03,11:09:00,FTSE100
2025-11-03 11:10:00,10396.0,10396.19,10395.46,10395.65,713989,2025-11-03,11:10:00,FTSE100
2025-11-03 11:11:00,10395.65,10395.88,10394.43,10394.65,713133,2025-11-03,11:11:00,FTSE100
2025-11-03 11:12:00,10394.65,10395.81,10394.37,10395.52,712297,2025-11-03,11:12:00,FTSE100
2025-11-03 11:13:00,10395.52,10396.63,10395.3,10396.4,711480,2025-11-03,11:13:00,FTSE100
2025-11-03 11:14:00,10396.4,10396.47,10396.33,10396.4,710682,2025-11-03,11:14:00,FTSE100
2025-11-03 11:15:00,10396.4,10397.03,10396.3,10396.94,709902,2025-11-03,11:15:00,FTSE100
2025-11-03 11:16:00,10396.94,10397.73,10396.88,10397.67,709141,2025-11-03,11:16:00,FTSE100
2025-11-03 11:17:00,10397.67,10398.53,10397.59,10398.44,708398,2025-11-03,11:17:00,FTSE100
2025-11-03 11:18:00,10398.44,10399.31,10398.42,10399.29,707672,2025-11-03,11:18:00,FTSE100
2025-11-03 11:19:00,10399.29,10399.43,10398.88,10399.03,706964,2025-11-03,11:19:00,FTSE100
2025-11-03 11:20:00,10399.03,10400.6,10398.78,10400.35,706273,2025-11-03,11:20:00,FTSE100
2025-11-03 11:21:00,10400.35,10400.41,10399.39,10399.46,705599,2025-11-03,11:21:00,FTSE100
2025-11-03 11:22:00,10399.46,10400.4,10399.31,10400.25,704941,2025-11-03,11:22:00,FTSE100
2025-11-03 11:23:00,10400.25,10400.82,10400.2,10400.76,704300,2025-11-03,11:23:00,FTSE100
2025-11-03 11:24:00,10400.76,10401.75,10400.57,10401.56,703675,2025-11-03,11:24:00,FTSE100
2025-11-03 11:25:00,10401.56,10403.36,10401.37,10403.17,703066,2025-11-03,11:25:00,FTSE100
2025-11-03 11:26:00,10403.17,10404.52,10403.13,10404.47,702472,2025-11-03,11:26:00,FTSE100
2025-11-03 11:27:00,10404.47,10404.75,10403.37,10403.66,701894,2025-11-03,11:27:00,FTSE100
2025-11-03 11:28:00,10403.66,10403.73,10402.34,10402.42,701331,2025-11-03,11:28:00,FTSE100
2025-11-03 11:29:00,10402.42,10403.4,10402.19,10403.18,700784,2025-11-03,11:29:00,FTSE100
2025-11-03 11:30:00,10403.18,10403.35,10402.3,10402.47,700250,2025-11-03,11:30:00,FTSE100
2025-11-03 11:31:00,10402.47,10402.62,10402.42,10402.57,699732,2025-11-03,11:31:00,FTSE100
2025-11-03 11:32:00,10402.57,10403.58,10402.34,10403.35,699228,2025-11-03,11:32:00,FTSE100
2025-11-03 11:33:00,10403.35,10403.4,10402.09,10402.14,698738,2025-11-03,11:33:00,FTSE100
2025-11-03 11:34:00,10402.14,10402.17,10400.53,10400.56,698262,2025-11-03,11:34:00,FTSE100
2025-11-03 11:35:00,10400.56,10400.91,10400.52,10400.88,697800,2025-11-03,11:35:00,FTSE100
2025-11-03 11:36:00,10400.88,10401.17,10400.72,10401.02,697351,2025-11-03,11:36:00,FTSE100
2025-11-03 11:37:00,10401.02,10401.07,10400.88,10400.93,696916,2025-11-03,11:37:00,FTSE100
2025-11-03 11:38:00,10400.93,10401.23,10400.77,10401.07,696494,2025-11-03,11:38:00,FTSE100
2025-11-03 11:39:00,10401.07,10401.43,10400.12,10400.49,696085,2025-11-03,11:39:00,FTSE100
2025-11-03 11:40:00,10400.49,10400.89,10398.98,10399.38,695690,2025-11-03,11:40:00,FTSE100
2025-11-03 11:41:00,10399.38,10399.48,10399.26,10399.36,695307,2025-11-03,11:41:00,FTSE100
2025-11-03 11:42:00,10399.36,10399.4,10398.65,10398.69,694937,2025-11-03,11:42:00,FTSE100
2025-11-03 11:43:00,10398.69,10398.9,10397.26,10397.48,694579,2025-11-03,11:43:00,FTSE100
2025-11-03 11:44:00,10397.48,10398.07,10397.4,10397.99,694234,2025-11-03,11:44:00,FTSE100
2025-11-03 11:45:00,10397.99,10398.24,10397.8,10398.05,693901,2025-11-03,11:45:00,FTSE100
2025-11-03 11:46:00,10398.05,10398.52,10398.01,10398.48,693580,2025-11-03,11:46:00,FTSE100
2025-11-03 11:47:00,10398.48,10398.66,10397.62,10397.8,693271,2025-11-03,11:47:00,FTSE100
2025-11-03 11:48:00,10397.8,10397.93,10397.24,10397.38,692974,2025-11-03,11:48:00,FTSE100
2025-11-03 11:49:00,10397.38,10397.45,10396.61,10396.69,692688,2025-11-03,11:49:00,FTSE100
2025-11-03 11:50:00,10396.69,10396.95,10395.82,10396.08,692415,2025-11-03,11:50:00,FTSE100
2025-11-03 11:51:00,10396.08,10396.61,10395.82,10396.35,692153,2025-11-03,11:51:00,FTSE100
2025-11-03 11:52:00,10396.35,10396.51,10395.66,10395.83,691902,2025-11-03,11:52:00,FTSE100
2025-11-03 11:53:00,10395.83,10396.38,10395.67,10396.22,691663,2025-11-03,11:53:00,FTSE100
2025-11-03 11:54:00,10396.22,10396.63,10396.19,10396.6,691435,2025-11-03,11:54:00,FTSE100
2025-11-03 11:55:00,10396.6,10398.5,10396.43,10398.33,691218,2025-11-03,11:55:00,FTSE100
2025-11-03 11:56:00,10398.33,10398.55,10397.1,10397.32,691012,2025-11-03,11:56:00,FTSE100
2025-11-03 11:57:00,10397.32,10398.21,10397.25,10398.14,690818,2025-11-03,11:57:00,FTSE100
2025-11-03 11:58:00,10398.14,10398.36,10397.96,10398.17,690634,2025-11-03,11:58:00,FTSE100
2025-11-03 11:59:00,10398.17,10398.39,10398.05,10398.27,690461,2025-11-03,11:59:00,FTSE100
2025-11-03 12:00:00,10398.27,10398.33,10397.16,10397.22,690299,2025-11-03,12:00:00,FTSE100
2025-11-03 12:01:00,10397.22,10397.44,10396.73,10396.96,690148,2025-11-03,12:01:00,FTSE100
2025-11-03 12:02:00,10396.96,10397.7,10396.91,10397.66,690007,2025-11-03,12:02:00,FTSE100
2025-11-03 12:03:00,10397.66,10397.82,10397.53,10397.7,689877,2025-11-03,12:03:00,FTSE100
2025-11-03 12:04:00,10397.7,10398.18,10397.39,10397.87,689758,2025-11-03,12:04:00,FTSE100
2025-11-03 12:05:00,10397.87,10398.06,10397.56,10397.75,689649,2025-11-03,12:05:00,FTSE100
2025-11-03 12:06:00,10397.75,10398.8,10397.73,10398.78,689551,2025-11-03,12:06:00,FTSE100
2025-11-03 12:07:00,10398.78,10398.88,10398.77,10398.87,689463,2025-11-03,12:07:00,FTSE100
2025-11-03 12:08:00,10398.87,10399.08,10397.0,10397.21,689385,2025-11-03,12:08:00,FTSE100
2025-11-03 12:09:00,10397.21,10397.33,10396.65,10396.77,689318,2025-11-03,12:09:00,FTSE100
2025-11-03 12:10:00,10396.77,10396.81,10395.26,10395.3,689261,2025-11-03,12:10:00,FTSE100
2025-11-03 12:11:00,10395.3,10395.57,10392.54,10392.81,689215,2025-11-03,12:11:00,FTSE100
