timestamp,open,high,low,close,volume,date,time,symbol,return_simple,return_log,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,realised_vol_20
2026-02-13 08:19:00+00:00,10403.29,10403.96,10403.24,10403.91,2468759,2026-02-13,08:19:00,FTSE100,5.959653148179811e-05,5.9594755677849776e-05,10402.685000000001,10402.899769414487,,10402.650289331958,,10402.564069798209,
2026-02-13 08:20:00+00:00,10403.91,10404.21,10403.68,10403.98,2436458,2026-02-13,08:20:00,FTSE100,6.728239671405234e-06,6.72821703773252e-06,10402.759999999998,10403.00264851787,,10402.70243484835,,10402.592108020028,0.00022426053031691129
2026-02-13 08:21:00+00:00,10403.98,10404.09,10403.85,10403.96,2404785,2026-02-13,08:21:00,FTSE100,-1.9223412579538746e-06,-1.9223431060311214e-06,10402.820000000002,10403.0938248495,,10402.751751128808,,10402.61919498993,0.00022344583483608482
2026-02-13 08:22:00+00:00,10403.96,10404.2,10403.41,10403.65,2373727,2026-02-13,08:22:00,FTSE100,-2.9796346775579075e-05,-2.979679069525787e-05,10402.891,10403.146793911454,,10402.786976574736,,10402.639606970326,0.00021874609503120195
2026-02-13 08:23:00+00:00,10403.65,10404.53,10403.59,10404.47,2343272,2026-02-13,08:23:00,FTSE100,7.881849158697385e-05,7.881538557263923e-05,10402.976,10403.272813538933,,10402.852977493374,,10402.675852376853,0.00022611438966945208
2026-02-13 08:24:00+00:00,10404.47,10404.79,10404.16,10404.48,2313409,2026-02-13,08:24:00,FTSE100,9.611253624086658e-07,9.611249005558875e-07,10403.028499999999,10403.387783678083,,10402.916782297556,,10402.711578072362,0.00021854299574146832
2026-02-13 08:25:00+00:00,10404.48,10404.52,10404.27,10404.31,2284125,2026-02-13,08:25:00,FTSE100,-1.6339115457952857e-05,-1.6339248942287554e-05,10403.126,10403.475613803981,,10402.971418285888,,10402.74322999172,0.0001886633787918596
2026-02-13 08:26:00+00:00,10404.31,10404.46,10404.05,10404.2,2255411,2026-02-13,08:26:00,FTSE100,-1.0572541571551852e-05,-1.0572597462399358e-05,10403.252499999999,10403.544602965507,,10403.01959796095,,10402.772076922576,0.00017267387168220993
2026-02-13 08:27:00+00:00,10404.2,10404.62,10404.19,10404.61,2227254,2026-02-13,08:27:00,FTSE100,3.940716249206666e-05,3.9406386051155096e-05,10403.391,10403.646069349745,,10403.081966668364,,10402.80847143896,0.0001747892704075303
2026-02-13 08:28:00+00:00,10404.61,10404.93,10404.61,10404.92,2199644,2026-02-13,08:28:00,FTSE100,2.9794485329137643e-05,2.979404148284459e-05,10403.5495,10403.767396078341,,10403.15404640686,,10402.850283885713,0.00017392952187520158
2026-02-13 08:29:00+00:00,10404.92,10405.57,10404.62,10405.27,2172570,2026-02-13,08:29:00,FTSE100,3.3637932824071015e-05,3.363736708017484e-05,10403.7215,10403.910501213737,,10403.23702497914,,10402.898199056293,0.0001746784399573281
2026-02-13 08:30:00+00:00,10405.27,10405.7,10405.18,10405.62,2146022,2026-02-13,08:30:00,FTSE100,3.363680135159974e-05,3.363623564744955e-05,10403.932,10404.073310621952,,10403.330474979959,,10402.952096104684,0.00016469000165657751
2026-02-13 08:31:00+00:00,10405.62,10407.06,10405.56,10407.0,2119989,2026-02-13,08:31:00,FTSE100,0.0001326206415379616,0.00013261184819768346,10404.1805,10404.35204294367,,10403.474377921922,,10403.03225261746,0.00019622906033375996
2026-02-13 08:32:00+00:00,10407.0,10407.18,10406.67,10406.85,2094462,2026-02-13,08:32:00,FTSE100,-1.4413375612587487e-05,-1.441347948549776e-05,10404.393,10404.589943615701,,10403.606755258317,,10403.107851575529,0.00019695650277938874
2026-02-13 08:33:00+00:00,10406.85,10407.14,10406.35,10406.64,2069431,2026-02-13,08:33:00,FTSE100,-2.017901670547939e-05,-2.0179220305394097e-05,10404.5885,10404.785187080872,,10403.725706032501,,10403.177795108686,0.0002010097831531439
2026-02-13 08:34:00+00:00,10406.64,10406.82,10406.06,10406.24,2044886,2026-02-13,08:34:00,FTSE100,-3.843699791672428e-05,-3.843773663625427e-05,10404.725499999999,10404.923740692217,,10403.824305795932,,10403.238432829306,0.00019994004403673347
2026-02-13 08:35:00+00:00,10406.24,10406.96,10405.99,10406.71,2020818,2026-02-13,08:35:00,FTSE100,4.5165208567121695e-05,4.516418865030403e-05,10404.867,10405.09386062629,,10403.937470274523,,10403.307176733677,0.00020118519015477213
2026-02-13 08:36:00+00:00,10406.71,10407.75,10406.44,10407.48,1997218,2026-02-13,08:36:00,FTSE100,7.399072329294931e-05,7.398798611468749e-05,10405.068,10405.321111995214,,10404.076393008856,,10403.389806897367,0.00020139550695252425
2026-02-13 08:37:00+00:00,10407.48,10407.51,10407.48,10407.51,1974076,2026-02-13,08:37:00,FTSE100,2.8825421716227595e-06,2.882538016280023e-06,10405.255000000001,10405.529577519479,,10404.211044263411,,10403.471394879596,0.0002017194901033641
2026-02-13 08:38:00+00:00,10407.51,10407.56,10407.05,10407.1,1951383,2026-02-13,08:38:00,FTSE100,-3.939462945501404e-05,-3.9395405444508924e-05,10405.4455,10405.679141565242,,10404.324336645239,,10403.543248446336,0.00019956502877193136
2026-02-13 08:39:00+00:00,10407.1,10407.16,10406.63,10406.7,1929131,2026-02-13,08:39:00,FTSE100,-3.8435298978511945e-05,-3.84360376326498e-05,10405.585,10405.776366178077,,10404.417499914054,,10403.605758378091,0.00020227570558753883
2026-02-13 08:40:00+00:00,10406.7,10407.23,10406.65,10407.18,1907312,2026-02-13,08:40:00,FTSE100,4.612413156901418e-05,4.612306788409626e-05,10405.744999999999,10405.91004558969,,10404.525833250758,,10403.676535439912,0.00020472789933103763
2026-02-13 08:41:00+00:00,10407.18,10407.84,10407.06,10407.72,1885916,2026-02-13,08:41:00,FTSE100,5.188725476057421e-05,5.188590866289644e-05,10405.933,10406.082422200196,,10404.651094691904,,10403.756604045062,0.00020700049180606732
2026-02-13 08:42:00+00:00,10407.72,10408.27,10407.6,10408.14,1864936,2026-02-13,08:42:00,FTSE100,4.035465981022668e-05,4.035384558243038e-05,10406.1575,10406.278381990653,,10404.78791450791,,10403.84340396496,0.00020174603764021914
2026-02-13 08:43:00+00:00,10408.14,10408.28,10407.7,10407.84,1844363,2026-02-13,08:43:00,FTSE100,-2.8823593840932027e-05,-2.882400924875128e-05,10406.326,10406.427107515352,,10404.90760413505,,10403.922544480505,0.00019828305168349887
2026-02-13 08:44:00+00:00,10407.84,10408.25,10407.66,10408.07,1824190,2026-02-13,08:44:00,FTSE100,2.2098725576125133e-05,2.209848140388715e-05,10406.505500000001,10406.58357346627,,10405.031619659167,,10404.004672312574,0.0001976995879389731
2026-02-13 08:45:00+00:00,10408.07,10408.45,10407.86,10408.24,1804409,2026-02-13,08:45:00,FTSE100,1.6333479694097264e-05,1.633334630390948e-05,10406.702000000001,10406.741328374244,,10405.157438496062,,10404.088540187571,0.00019453071332030362
2026-02-13 08:46:00+00:00,10408.24,10408.49,10408.21,10408.46,1785012,2026-02-13,08:46:00,FTSE100,2.113709906770289e-05,2.1136875682614686e-05,10406.914999999999,10406.905011386221,,10405.286950711905,,10404.175103748212,0.00019204497132062825
2026-02-13 08:47:00+00:00,10408.46,10409.15,10408.39,10409.08,1765992,2026-02-13,08:47:00,FTSE100,5.956692920960904e-05,5.956515517091532e-05,10407.138500000001,10407.112153158963,,10405.43569774281,,10404.272230406663,0.00019517027578207536
2026-02-13 08:48:00+00:00,10409.08,10409.4,10408.99,10409.31,1747342,2026-02-13,08:48:00,FTSE100,2.2096093026391372e-05,2.2095848910552718e-05,10407.358,10407.321471905729,,10405.587631164663,,10404.371988220393,0.00019497667904454498
2026-02-13 08:49:00+00:00,10409.31,10409.9,10409.22,10409.81,1729054,2026-02-13,08:49:00,FTSE100,4.803392347807467e-05,4.8032769885963944e-05,10407.585000000001,10407.558474581374,10404.985,10405.753214256243,,10404.47967162197,0.00019647740269962023
2026-02-13 08:50:00+00:00,10409.81,10410.03,10409.73,10409.95,1711121,2026-02-13,08:50:00,FTSE100,1.344885257292816e-05,1.3448762137713288e-05,10407.801499999998,10407.786238906956,10405.1344,10405.917794089331,,10404.587994956188,0.00019623549394039367
2026-02-13 08:51:00+00:00,10409.95,10410.31,10409.85,10410.21,1693537,2026-02-13,08:51:00,FTSE100,2.4976104592067117e-05,2.4975792694448273e-05,10407.962,10408.017073296769,10405.2834,10406.08611588975,,10404.699321788738,0.00015733900593064938
2026-02-13 08:52:00+00:00,10410.21,10410.78,10410.12,10410.69,1676294,2026-02-13,08:52:00,FTSE100,4.610857994236106e-05,4.610751697420312e-05,10408.154,10408.271637744696,10405.4526,10406.266660364661,,10404.817949080048,0.0001568986275910411
2026-02-13 08:53:00+00:00,10410.69,10410.74,10409.86,10409.91,1659387,2026-02-13,08:53:00,FTSE100,-7.492298781353046e-05,-7.492579467971439e-05,10408.317500000001,10408.427672245201,10405.5954,10406.409536428793,,10404.918781771532,0.00017906903133286956
2026-02-13 08:54:00+00:00,10409.91,10409.92,10409.8,10409.81,1642808,2026-02-13,08:54:00,FTSE100,-9.606230985670372e-06,-9.606277126650298e-06,10408.496000000001,10408.559322507563,10405.723,10406.542887941388,,10405.015637578037,0.0001720768253195445
2026-02-13 08:55:00+00:00,10409.81,10409.99,10409.44,10409.62,1626551,2026-02-13,08:55:00,FTSE100,-1.825201420568856e-05,-1.8252180774780413e-05,10408.641500000002,10408.660339411605,10405.868199999999,10406.66355900251,,10405.106813071541,0.00017289306820056138
2026-02-13 08:56:00+00:00,10409.62,10409.77,10409.19,10409.33,1610610,2026-02-13,08:56:00,FTSE100,-2.7858845952244415e-05,-2.7859234018379198e-05,10408.734,10408.7241166105,10406.0214,10406.768125316137,,10405.19044053547,0.00016552306883623388
2026-02-13 08:57:00+00:00,10409.33,10409.53,10409.07,10409.26,1594978,2026-02-13,08:57:00,FTSE100,-6.724736366314765e-06,-6.724758977227907e-06,10408.8215,10408.775153123785,10406.1698,10406.865845891976,,10405.271025871403,0.00016616752486462122
2026-02-13 08:58:00+00:00,10409.26,10410.29,10409.23,10410.25,1579651,2026-02-13,08:58:00,FTSE100,9.510762532594086e-05,9.510310288263213e-05,10408.979,10408.915614731044,10406.3398,10406.99855781778,,10405.369619418505,0.00017935094386228336
2026-02-13 08:59:00+00:00,10410.25,10410.26,10409.82,10409.83,1564621,2026-02-13,08:59:00,FTSE100,-4.0344852429097244e-05,-4.03456663047308e-05,10409.1355,10409.002699042374,10406.4998,10407.109594766103,,10405.457943786456,0.00017996042895110237
2026-02-13 09:00:00+00:00,10409.83,10410.69,10409.64,10410.5,1549884,2026-02-13,09:00:00,FTSE100,6.436224222672315e-05,6.436017106636882e-05,10409.3015,10409.145299133577,10406.6816,10407.2425518341,,10405.557786483754,0.00018415212866432107
2026-02-13 09:01:00+00:00,10410.5,10410.67,10409.42,10409.59,1535433,2026-02-13,09:01:00,FTSE100,-8.741174775461769e-05,-8.74155683838751e-05,10409.395,10409.187651597047,10406.8328,10407.33460862492,,10405.637632295957,0.00020682577974653318
2026-02-13 09:02:00+00:00,10409.59,10409.67,10409.4,10409.48,1521262,2026-02-13,09:02:00,FTSE100,-1.0567178918674536e-05,-1.0567234751235333e-05,10409.462,10409.21549430209,10406.9704,10407.418741620022,,10405.713718785144,0.00020495579263625263
2026-02-13 09:03:00+00:00,10409.48,10409.69,10409.47,10409.68,1507368,2026-02-13,09:03:00,FTSE100,1.9213255609384916e-05,1.9213071036361384e-05,10409.554,10409.259732939987,10407.1094,10407.507418419236,,10405.792259007221,0.00020186236965663486
2026-02-13 09:04:00+00:00,10409.68,10410.15,10409.65,10410.12,1493743,2026-02-13,09:04:00,FTSE100,4.22683502279142e-05,4.2267456947797655e-05,10409.656500000001,10409.34166313618,10407.2418,10407.609872598874,,10405.87795684866,0.00020425043204483066
2026-02-13 09:05:00+00:00,10410.12,10410.77,10409.99,10410.64,1480383,2026-02-13,09:05:00,FTSE100,4.995139345154165e-05,4.995014592168445e-05,10409.7765,10409.465314266066,10407.377,10407.728701124408,,10405.972254732846,0.0002081042914322005
2026-02-13 09:06:00+00:00,10410.64,10411.26,10410.6,10411.21,1467283,2026-02-13,09:06:00,FTSE100,5.475167713031581e-05,5.475017831280127e-05,10409.914,10409.631474812155,10407.532000000001,10407.865222648941,,10406.075972460907,0.00021240826461125414
2026-02-13 09:07:00+00:00,10411.21,10411.22,10411.1,10411.1,1454437,2026-02-13,09:07:00,FTSE100,-1.0565534649509267e-05,-1.0565590466526942e-05,10410.015,10409.771334353854,10407.6786,10407.99207666271,,10406.17545815475,0.000207825243764532
2026-02-13 09:08:00+00:00,10411.1,10411.25,10410.76,10410.92,1441841,2026-02-13,09:08:00,FTSE100,-1.728923936950011e-05,-1.728938882905595e-05,10410.0955,10409.880731082058,10407.8312,10408.10689718574,,10406.269409478418,0.00020908123072554328
2026-02-13 09:09:00+00:00,10410.92,10411.84,10410.6,10411.53,1429491,2026-02-13,09:09:00,FTSE100,5.859232421356886e-05,5.859060775037506e-05,10410.1815,10410.037804312336,10407.9836,10408.24113651179,,10406.373579587756,0.0002114763287682669
2026-02-13 09:10:00+00:00,10411.53,10411.73,10411.3,10411.51,1417380,2026-02-13,09:10:00,FTSE100,-1.9209472575942854e-06,-1.9209491028959746e-06,10410.259499999998,10410.178013425448,10408.1342,10408.369327236818,,10406.475290883047,0.00021163796951007376
2026-02-13 09:11:00+00:00,10411.51,10411.51,10410.83,10410.83,1405504,2026-02-13,09:11:00,FTSE100,-6.53123322169602e-05,-6.531446516078177e-05,10410.2905,10410.240107384929,10408.2716,10408.465824207924,,10406.56152274675,0.00022275434034474666
2026-02-13 09:12:00+00:00,10410.83,10410.95,10410.14,10410.25,1393860,2026-02-13,09:12:00,FTSE100,-5.571121610858931e-05,-5.5712768036286775e-05,10410.2685,10410.241049538747,10408.4036,10408.535791886045,,10406.63456190028,0.00022525897698455884
2026-02-13 09:13:00+00:00,10410.25,10410.26,10409.78,10409.79,1382442,2026-02-13,09:13:00,FTSE100,-4.4187219326974336e-05,-4.4188195611027936e-05,10410.2625,10410.19809243982,10408.51,10408.584976517965,,10406.697045823046,0.0002167369960868902
2026-02-13 09:14:00+00:00,10409.79,10410.4,10409.58,10410.19,1371246,2026-02-13,09:14:00,FTSE100,3.842536689013798e-05,3.842462865577545e-05,10410.281500000001,10410.197321731266,10408.6242,10408.6479186153,,10406.76621323249,0.00021992897913855413
2026-02-13 09:15:00+00:00,10410.19,10410.42,10410.13,10410.37,1360268,2026-02-13,09:15:00,FTSE100,1.729075069722974e-05,1.7290601213915124e-05,10410.319,10410.21376728067,10408.7454,10408.71545121862,,10406.837575346697,0.0002193846966834096
2026-02-13 09:16:00+00:00,10410.37,10411.03,10410.21,10410.87,1349504,2026-02-13,09:16:00,FTSE100,4.8029032589713694e-05,4.8027879232748205e-05,10410.396,10410.276265634891,10408.8788,10408.799943327695,,10406.917425339832,0.0002210476720924172
2026-02-13 09:17:00+00:00,10410.87,10411.0,10410.58,10410.71,1338948,2026-02-13,09:17:00,FTSE100,-1.5368552292116533e-05,-1.5368670389648287e-05,10410.468499999999,10410.317573669665,10409.000800000002,10408.874847510922,,10406.992525828153,0.00022179671947798992
2026-02-13 09:18:00+00:00,10410.71,10411.32,10410.3,10410.9,1328599,2026-02-13,09:18:00,FTSE100,1.82504363295255e-05,1.825026979140887e-05,10410.501,10410.373042843983,10409.1204,10408.954265255594,,10407.069901554329,0.00020208670434098804
2026-02-13 09:19:00+00:00,10410.9,10411.44,10410.83,10411.37,1318450,2026-02-13,09:19:00,FTSE100,4.514499226782043e-05,4.5143973263606085e-05,10410.578000000001,10410.467991144556,10409.2424,10409.048999951452,,10407.1550520186,0.0002008091168734234
2026-02-13 09:20:00+00:00,10411.37,10411.73,10410.93,10411.28,1308499,2026-02-13,09:20:00,FTSE100,-8.644395502188651e-06,-8.6444328655233e-06,10410.617000000002,10410.545325321265,10409.3556,10409.136490149434,,10407.236734156844,0.00019209076301740147
2026-02-13 09:21:00+00:00,10411.28,10411.65,10411.28,10411.65,1298741,2026-02-13,09:21:00,FTSE100,3.553837760583711e-05,3.553774613251903e-05,10410.72,10410.650532433527,10409.4486,10409.235059163182,,10407.324125559679,0.00016858190433426232
2026-02-13 09:22:00+00:00,10411.65,10411.7,10411.29,10411.35,1289174,2026-02-13,09:22:00,FTSE100,-2.8813876763011947e-05,-2.8814291891166022e-05,10410.8135,10410.717148392238,10409.5386,10409.31799801953,,10407.403845845625,0.00017186860149876013
2026-02-13 09:23:00+00:00,10411.35,10411.49,10411.08,10411.22,1279792,2026-02-13,09:23:00,FTSE100,-1.2486373044851007e-05,-1.2486451000270904e-05,10410.890500000001,10410.76503902155,10409.6302,10409.39258633249,,10407.479413254623,0.00017280306064227567
2026-02-13 09:24:00+00:00,10411.22,10411.23,10411.09,10411.09,1270594,2026-02-13,09:24:00,FTSE100,-1.248652895613489e-05,-1.2486606912887055e-05,10410.939,10410.795987686164,10409.7272,10409.459151574352,,10407.550910021857,0.0001698212936997894
2026-02-13 09:25:00+00:00,10411.09,10411.11,10410.44,10410.47,1261574,2026-02-13,09:25:00,FTSE100,-5.955188169548542e-05,-5.955365497989362e-05,10410.9305,10410.764941239862,10409.8024,10409.498792689084,,10407.608713783799,0.00017432421504279933
2026-02-13 09:26:00+00:00,10410.47,10411.13,10410.19,10410.85,1252730,2026-02-13,09:26:00,FTSE100,3.6501714139713926e-05,3.6501047969039746e-05,10410.9125,10410.773042074161,10409.8698,10409.551781211081,,10407.672897669268,0.0001690770183043031
2026-02-13 09:27:00+00:00,10410.85,10411.0,10410.51,10410.67,1244057,2026-02-13,09:27:00,FTSE100,-1.7289654543173327e-05,-1.7289804011610954e-05,10410.891,10410.763228543288,10409.933,10409.595632928294,,10407.732246230275,0.00016957993043435423
2026-02-13 09:28:00+00:00,10410.67,10411.18,10410.25,10410.77,1235554,2026-02-13,09:28:00,FTSE100,9.605529711409488e-06,9.605483580088503e-06,10410.8835,10410.763873443928,10410.0064,10409.64168653895,,10407.79239977027,0.000169170463854546
2026-02-13 09:29:00+00:00,10410.77,10411.21,10410.71,10411.15,1227217,2026-02-13,09:29:00,FTSE100,3.650066229488047e-05,3.6499996161509785e-05,10410.8645,10410.80064740165,10410.095399999998,10409.700836086442,,10407.858886903532,0.0001623211554267698
2026-02-13 09:30:00+00:00,10411.15,10411.75,10410.92,10411.51,1219041,2026-02-13,09:30:00,FTSE100,3.457831267450473e-05,3.457771485848582e-05,10410.8645,10410.868204791968,10410.181999999999,10409.771783690896,,10407.931186172767,0.0001663518184121801
2026-02-13 09:31:00+00:00,10411.51,10412.11,10411.41,10412.01,1211025,2026-02-13,09:31:00,FTSE100,4.802377368884336e-05,4.8022620584120546e-05,10410.9235,10410.976947192734,10410.2678,10409.859556879488,,10408.011954763406,0.00015790557002174857
2026-02-13 09:32:00+00:00,10412.01,10412.32,10411.73,10412.04,1203166,2026-02-13,09:32:00,FTSE100,2.8812880510376004e-06,2.881283899469622e-06,10411.013,10411.078190317236,10410.3458,10409.94506445284,,10408.091718035417,0.00014420828172067237
2026-02-13 09:33:00+00:00,10412.04,10412.2,10411.72,10411.88,1195459,2026-02-13,09:33:00,FTSE100,-1.5366825329321543e-05,-1.536694339954181e-05,10411.117499999998,10411.154553144166,10410.426599999999,10410.02094427822,,10408.166733519864,0.00013573496773408155
2026-02-13 09:34:00+00:00,10411.88,10412.0,10411.82,10411.93,1187902,2026-02-13,09:34:00,FTSE100,4.802206710063928e-06,4.802195180175772e-06,10411.2045,10411.228405225675,10410.5038,10410.095809208486,,10408.241253648182,0.00013245787693837822
2026-02-13 09:35:00+00:00,10411.93,10412.01,10410.93,10411.01,1180493,2026-02-13,09:35:00,FTSE100,-8.836017914071181e-05,-8.836408313150912e-05,10411.236499999999,10411.207604727992,10410.5592,10410.13165982776,,10408.296080308613,0.00016346291680002705
2026-02-13 09:36:00+00:00,10411.01,10411.02,10410.23,10410.24,1173228,2026-02-13,09:36:00,FTSE100,-7.396016332716915e-05,-7.396289851513416e-05,10411.205,10411.115451896754,10410.594799999999,10410.135908461967,,10408.334573767848,0.00017336744181467063
2026-02-13 09:37:00+00:00,10410.24,10410.59,10409.19,10409.54,1166105,2026-02-13,09:37:00,FTSE100,-6.72414853066794e-05,-6.724374611621897e-05,10411.146499999999,10410.965408858967,10410.604,10410.112539502676,,10408.358443594227,0.00018464846866609005
2026-02-13 09:38:00+00:00,10409.54,10409.62,10408.96,10409.04,1159120,2026-02-13,09:38:00,FTSE100,-4.803286216292779e-05,-4.803401577824218e-05,10411.0535,10410.782036586685,10410.5986,10410.070479130021,,10408.371939760678,0.00018750397993454797
2026-02-13 09:39:00+00:00,10409.04,10409.49,10408.92,10409.37,1152272,2026-02-13,09:39:00,FTSE100,3.1703211823552735e-05,3.170270928798402e-05,10410.9535,10410.647556911763,10410.5898,10410.043009360215,10407.7874,10408.391703329773,0.0001838697974521453
2026-02-13 09:40:00+00:00,10409.37,10409.41,10408.88,10408.92,1145557,2026-02-13,09:40:00,FTSE100,-4.3230281947970184e-05,-4.3231216404038264e-05,10410.8355,10410.483027682072,10410.5692,10409.998969777462,10407.8518,10408.402164649975,0.00018690731698489134
2026-02-13 09:41:00+00:00,10408.92,10409.08,10408.64,10408.79,1138973,2026-02-13,09:41:00,FTSE100,-1.2489288033656898e-05,-1.2489366024936999e-05,10410.692500000001,10410.321786950446,10410.5408,10409.951559197954,10407.9121,10408.409844557897,0.0001802821933456084
2026-02-13 09:42:00+00:00,10408.79,10409.82,10408.63,10409.66,1132518,2026-02-13,09:42:00,FTSE100,8.358320227408456e-05,8.357970939165682e-05,10410.608,10410.258759621833,10410.5202,10409.940125503917,10407.9864,10408.434600111206,0.0002038795654135209
2026-02-13 09:43:00+00:00,10409.66,10409.81,10409.4,10409.54,1126189,2026-02-13,09:43:00,FTSE100,-1.1527754028350934e-05,-1.15278204724234e-05,10410.524,10410.190306324515,10410.5128,10409.924434307686,10408.054100000001,10408.456489217915,0.00020386018653492525
2026-02-13 09:44:00+00:00,10409.54,10410.15,10409.47,10410.08,1119983,2026-02-13,09:44:00,FTSE100,5.187549113583323e-05,5.1874145649222214e-05,10410.4735,10410.179800960275,10410.518199999999,10409.93053492307,10408.1206,10408.488637946273,0.00021237400681622733
2026-02-13 09:45:00+00:00,10410.08,10410.19,10409.5,10409.62,1113898,2026-02-13,09:45:00,FTSE100,-4.418794091876066e-05,-4.418891723467766e-05,10410.431,10410.126486583105,10410.5182,10409.918357082952,10408.1932,10408.511041155258,0.00020873289485656097
2026-02-13 09:46:00+00:00,10409.62,10409.81,10409.4,10409.59,1107932,2026-02-13,09:46:00,FTSE100,-2.881949581312604e-06,-2.8819537352120506e-06,10410.368,10410.07539262281,10410.5234,10409.9054803346,10408.272400000002,10408.532406676935,0.00020434190703877246
2026-02-13 09:47:00+00:00,10409.59,10409.67,10409.03,10409.11,1102083,2026-02-13,09:47:00,FTSE100,-4.611132619047886e-05,-4.611238935048334e-05,10410.29,10409.983450468257,10410.520400000001,10409.874285027363,10408.3451,10408.543844168482,0.00020801021589960436
2026-02-13 09:48:00+00:00,10409.11,10409.14,10408.98,10409.0,1096348,2026-02-13,09:48:00,FTSE100,-1.056766620788352e-05,-1.056772204499623e-05,10410.201500000001,10409.8897885189,10410.4954,10409.839999340016,10408.4176,10408.552876957225,0.0002072416109378567
