timestamp,open,high,low,close,volume,date,time,symbol,return_1m,vol_20m
2025-11-03 08:50:00,10391.95,10393.83,10391.78,10393.66,1408072,2025-11-03,08:50:00,FTSE100,0.00016455044529650742,7.452876277622973e-05
2025-11-03 08:51:00,10393.66,10394.39,10393.65,10394.38,1393602,2025-11-03,08:51:00,FTSE100,6.92729991167429e-05,7.126933278580962e-05
2025-11-03 08:52:00,10394.38,10394.55,10393.35,10393.52,1379413,2025-11-03,08:52:00,FTSE100,-8.273701750360907e-05,7.38878797358716e-05
2025-11-03 08:53:00,10393.52,10393.87,10393.34,10393.69,1365500,2025-11-03,08:53:00,FTSE100,1.6356345107437775e-05,7.18539841495565e-05
2025-11-03 08:54:00,10393.69,10394.58,10393.37,10394.26,1351857,2025-11-03,08:54:00,FTSE100,5.484096600905097e-05,7.081633867134429e-05
2025-11-03 08:55:00,10394.26,10394.26,10394.21,10394.22,1338480,2025-11-03,08:55:00,FTSE100,-3.848277799534117e-06,6.868111070507885e-05
2025-11-03 08:56:00,10394.22,10394.97,10394.12,10394.87,1325362,2025-11-03,08:56:00,FTSE100,6.25347548928179e-05,6.779442103234017e-05
2025-11-03 08:57:00,10394.87,10395.3,10394.49,10394.92,1312499,2025-11-03,08:57:00,FTSE100,4.810064964777538e-06,6.7821016748199e-05
2025-11-03 08:58:00,10394.92,10395.68,10394.81,10395.56,1299886,2025-11-03,08:58:00,FTSE100,6.156853539995844e-05,6.710885881367782e-05
2025-11-03 08:59:00,10395.56,10396.84,10395.55,10396.82,1287518,2025-11-03,08:59:00,FTSE100,0.00012120559161798994,6.977067337915565e-05
2025-11-03 09:00:00,10396.82,10396.83,10396.38,10396.39,1275391,2025-11-03,09:00:00,FTSE100,-4.135880009470405e-05,7.118012752498774e-05
2025-11-03 09:01:00,10396.39,10396.77,10396.28,10396.66,1263499,2025-11-03,09:01:00,FTSE100,2.5970553240162175e-05,7.117518730966341e-05
2025-11-03 09:02:00,10396.66,10396.82,10396.23,10396.4,1251839,2025-11-03,09:02:00,FTSE100,-2.500803142546637e-05,7.197690075084006e-05
2025-11-03 09:03:00,10396.4,10396.66,10396.35,10396.61,1240405,2025-11-03,09:03:00,FTSE100,2.019929975771717e-05,6.762614418298798e-05
2025-11-03 09:04:00,10396.61,10396.87,10395.5,10395.76,1229193,2025-11-03,09:04:00,FTSE100,-8.175741900484645e-05,7.181902136561683e-05
2025-11-03 09:05:00,10395.76,10395.81,10395.36,10395.41,1218199,2025-11-03,09:05:00,FTSE100,-3.366757216405336e-05,6.93132117695331e-05
2025-11-03 09:06:00,10395.41,10395.46,10395.3,10395.36,1207419,2025-11-03,09:06:00,FTSE100,-4.8098151009812184e-06,6.325491420222858e-05
2025-11-03 09:07:00,10395.36,10396.25,10395.29,10396.18,1196848,2025-11-03,09:07:00,FTSE100,7.888134706246497e-05,6.339294758429488e-05
2025-11-03 09:08:00,10396.18,10397.3,10396.09,10397.21,1186483,2025-11-03,09:08:00,FTSE100,9.907485249383008e-05,6.585189712004766e-05
2025-11-03 09:09:00,10397.21,10397.24,10396.23,10396.26,1176320,2025-11-03,09:09:00,FTSE100,-9.137066578424058e-05,6.938564707940234e-05
2025-11-03 09:10:00,10396.26,10396.46,10395.52,10395.73,1166354,2025-11-03,09:10:00,FTSE100,-5.097987160773698e-05,6.22434282343182e-05
2025-11-03 09:11:00,10395.73,10396.43,10395.64,10396.35,1156582,2025-11-03,09:11:00,FTSE100,5.963987137036497e-05,6.179594577005454e-05
2025-11-03 09:12:00,10396.35,10396.4,10394.82,10394.87,1147000,2025-11-03,09:12:00,FTSE100,-0.0001423576543689853,6.76401755711915e-05
2025-11-03 09:13:00,10394.87,10395.16,10394.31,10394.6,1137604,2025-11-03,09:13:00,FTSE100,-2.5974350809643276e-05,6.797685124862437e-05
2025-11-03 09:14:00,10394.6,10394.67,10394.57,10394.63,1128391,2025-11-03,09:14:00,FTSE100,2.8861139436120453e-06,6.693166848560387e-05
2025-11-03 09:15:00,10394.63,10395.82,10394.55,10395.74,1119357,2025-11-03,09:15:00,FTSE100,0.0001067859077235056,7.08962390209068e-05
2025-11-03 09:16:00,10395.74,10396.64,10395.51,10396.4,1110499,2025-11-03,09:16:00,FTSE100,6.34875439362581e-05,7.093560757191654e-05
2025-11-03 09:17:00,10396.4,10396.49,10396.17,10396.25,1101813,2025-11-03,09:17:00,FTSE100,-1.4428071255401242e-05,7.11022649931206e-05
2025-11-03 09:18:00,10396.25,10396.34,10395.97,10396.06,1093296,2025-11-03,09:18:00,FTSE100,-1.8275820608426585e-05,7.007574155575324e-05
2025-11-03 09:19:00,10396.06,10396.37,10395.66,10395.97,1084945,2025-11-03,09:19:00,FTSE100,-8.657125872724158e-06,6.426413989525566e-05
2025-11-03 09:20:00,10395.97,10397.65,10395.61,10397.29,1076757,2025-11-03,09:20:00,FTSE100,0.0001269722786811922,6.99014163425752e-05
2025-11-03 09:21:00,10397.29,10397.36,10396.99,10397.06,1068727,2025-11-03,09:21:00,FTSE100,-2.212114887645278e-05,6.994498437691167e-05
2025-11-03 09:22:00,10397.06,10397.25,10396.73,10396.92,1060854,2025-11-03,09:22:00,FTSE100,-1.3465345010899021e-05,6.975842001820453e-05
2025-11-03 09:23:00,10396.92,10397.38,10396.85,10397.31,1053134,2025-11-03,09:23:00,FTSE100,3.751110905914068e-05,7.009614666447057e-05
2025-11-03 09:24:00,10397.31,10397.6,10397.04,10397.32,1045565,2025-11-03,09:24:00,FTSE100,9.617872316347587e-07,6.718910396868086e-05
2025-11-03 09:25:00,10397.32,10397.4,10397.2,10397.27,1038142,2025-11-03,09:25:00,FTSE100,-4.808931532318539e-06,6.656534914833257e-05
2025-11-03 09:26:00,10397.27,10397.28,10396.48,10396.49,1030864,2025-11-03,09:26:00,FTSE100,-7.501969266943131e-05,6.91309729255604e-05
2025-11-03 09:27:00,10396.49,10396.72,10396.35,10396.59,1023728,2025-11-03,09:27:00,FTSE100,9.618630903318603e-06,6.695886382054173e-05
2025-11-03 09:28:00,10396.59,10396.64,10396.28,10396.34,1016731,2025-11-03,09:28:00,FTSE100,-2.4046345965311744e-05,6.311094393110271e-05
2025-11-03 09:29:00,10396.34,10397.45,10396.27,10397.38,1009870,2025-11-03,09:29:00,FTSE100,0.0001000352046969244,6.370343280996011e-05
2025-11-03 09:30:00,10397.38,10398.04,10397.35,10398.01,1003143,2025-11-03,09:30:00,FTSE100,6.0592187647312556e-05,6.33918985468535e-05
2025-11-03 09:31:00,10398.01,10398.34,10397.77,10398.1,996546,2025-11-03,09:31:00,FTSE100,8.655502350851663e-06,6.234810084804772e-05
2025-11-03 09:32:00,10398.1,10398.81,10398.02,10398.74,990078,2025-11-03,09:32:00,FTSE100,6.15497061962067e-05,5.2249082189963474e-05
2025-11-03 09:33:00,10398.74,10398.76,10398.55,10398.58,983737,2025-11-03,09:33:00,FTSE100,-1.538647951582206e-05,5.1825463015768324e-05
2025-11-03 09:34:00,10398.58,10399.71,10398.39,10399.52,977518,2025-11-03,09:34:00,FTSE100,9.039695804613501e-05,5.40281311655874e-05
2025-11-03 09:35:00,10399.52,10399.64,10399.51,10399.63,971421,2025-11-03,09:35:00,FTSE100,1.0577411265089154e-05,5.038422382220787e-05
2025-11-03 09:36:00,10399.63,10400.3,10399.53,10400.2,965443,2025-11-03,09:36:00,FTSE100,5.480964226634022e-05,5.001430146997911e-05
2025-11-03 09:37:00,10400.2,10400.25,10399.23,10399.28,959581,2025-11-03,09:37:00,FTSE100,-8.845983731087248e-05,5.504819174689422e-05
2025-11-03 09:38:00,10399.28,10399.75,10399.18,10399.66,953834,2025-11-03,09:38:00,FTSE100,3.654099129923871e-05,5.469012211782482e-05
2025-11-03 09:39:00,10399.66,10399.75,10398.32,10398.42,948198,2025-11-03,09:39:00,FTSE100,-0.00011923466728713805,6.248729950463312e-05
2025-11-03 09:40:00,10398.42,10398.56,10396.76,10396.9,942673,2025-11-03,09:40:00,FTSE100,-0.00014617605366973319,6.575116547200941e-05
2025-11-03 09:41:00,10396.9,10397.13,10396.53,10396.76,937255,2025-11-03,09:41:00,FTSE100,-1.3465552231806122e-05,6.563926991132198e-05
2025-11-03 09:42:00,10396.76,10396.81,10396.1,10396.15,931943,2025-11-03,09:42:00,FTSE100,-5.8672124777392476e-05,6.684247924609726e-05
2025-11-03 09:43:00,10396.15,10396.45,10396.08,10396.39,926735,2025-11-03,09:43:00,FTSE100,2.3085469140093906e-05,6.645104840402758e-05
2025-11-03 09:44:00,10396.39,10398.31,10396.36,10398.29,921628,2025-11-03,09:44:00,FTSE100,0.0001827557450231332,7.85571459311364e-05
2025-11-03 09:45:00,10398.29,10398.3,10397.72,10397.73,916621,2025-11-03,09:45:00,FTSE100,-5.385500885257688e-05,7.962678496571312e-05
2025-11-03 09:46:00,10397.73,10397.9,10397.17,10397.34,911711,2025-11-03,09:46:00,FTSE100,-3.7508186883083994e-05,7.813970102192182e-05
2025-11-03 09:47:00,10397.34,10397.92,10397.03,10397.61,906898,2025-11-03,09:47:00,FTSE100,2.596818032318815e-05,7.828596254404526e-05
2025-11-03 09:48:00,10397.61,10398.14,10397.58,10398.11,902179,2025-11-03,09:48:00,FTSE100,4.808797406319343e-05,7.854302036849846e-05
2025-11-03 09:49:00,10398.11,10398.31,10397.88,10398.08,897551,2025-11-03,09:49:00,FTSE100,-2.8851397033680115e-06,7.554554922146068e-05
2025-11-03 09:50:00,10398.08,10398.21,10397.89,10398.02,893015,2025-11-03,09:50:00,FTSE100,-5.7702960546413e-06,7.434778973026875e-05
2025-11-03 09:51:00,10398.02,10398.71,10398.01,10398.69,888567,2025-11-03,09:51:00,FTSE100,6.44353444212431e-05,7.572111291788164e-05
2025-11-03 09:52:00,10398.69,10399.31,10398.6,10399.21,884205,2025-11-03,09:52:00,FTSE100,5.0006298870197696e-05,7.529283627249141e-05
2025-11-03 09:53:00,10399.21,10399.42,10398.29,10398.49,879930,2025-11-03,09:53:00,FTSE100,-6.92360285059479e-05,7.69028028675722e-05
2025-11-03 09:54:00,10398.49,10398.64,10398.39,10398.54,875738,2025-11-03,09:54:00,FTSE100,4.808390449140276e-06,7.390549603928421e-05
2025-11-03 09:55:00,10398.54,10398.88,10398.33,10398.67,871627,2025-11-03,09:55:00,FTSE100,1.2501755054072916e-05,7.392769460049482e-05
2025-11-03 09:56:00,10398.67,10398.79,10397.82,10397.94,867598,2025-11-03,09:56:00,FTSE100,-7.020128535661918e-05,7.392390251674904e-05
2025-11-03 09:57:00,10397.94,10398.38,10397.81,10398.25,863647,2025-11-03,09:57:00,FTSE100,2.9813597693273408e-05,7.209795092782816e-05
2025-11-03 09:58:00,10398.25,10398.51,10397.42,10397.67,859774,2025-11-03,09:58:00,FTSE100,-5.5778616594115427e-05,7.225687762795746e-05
2025-11-03 09:59:00,10397.67,10398.57,10397.66,10398.56,855976,2025-11-03,09:59:00,FTSE100,8.559609989533534e-05,7.038649004474677e-05
2025-11-03 10:00:00,10398.56,10398.87,10398.51,10398.82,852253,2025-11-03,10:00:00,FTSE100,2.5003462017947342e-05,6.142699629438552e-05
2025-11-03 10:01:00,10398.82,10399.19,10398.63,10399.0,848603,2025-11-03,10:01:00,FTSE100,1.7309656287878283e-05,6.121351822923391e-05
2025-11-03 10:02:00,10399.0,10399.16,10398.47,10398.63,845025,2025-11-03,10:02:00,FTSE100,-3.558034426398571e-05,6.0041273046245895e-05
2025-11-03 10:03:00,10398.63,10398.69,10398.59,10398.65,841517,2025-11-03,10:03:00,FTSE100,1.923330284814284e-06,6.002076009134399e-05
2025-11-03 10:04:00,10398.65,10398.68,10397.12,10397.15,838077,2025-11-03,10:04:00,FTSE100,-0.00014424949392466413,5.5068331755194736e-05
2025-11-03 10:05:00,10397.15,10397.31,10396.21,10396.36,834706,2025-11-03,10:05:00,FTSE100,-7.598236055061935e-05,5.6299873630663584e-05
2025-11-03 10:06:00,10396.36,10396.8,10396.31,10396.75,831400,2025-11-03,10:06:00,FTSE100,3.751312959532349e-05,5.662950404770703e-05
2025-11-03 10:07:00,10396.75,10396.79,10395.12,10395.16,828160,2025-11-03,10:07:00,FTSE100,-0.00015293240676172992,6.53050166248737e-05
2025-11-03 10:08:00,10395.16,10396.04,10395.07,10395.94,824983,2025-11-03,10:08:00,FTSE100,7.503492009752755e-05,6.686457385472036e-05
2025-11-03 10:09:00,10395.94,10396.11,10394.49,10394.65,821868,2025-11-03,10:09:00,FTSE100,-0.00012408690315646176,7.14777030336378e-05
2025-11-03 10:10:00,10394.65,10395.49,10394.53,10395.37,818815,2025-11-03,10:10:00,FTSE100,6.926640146631691e-05,7.399517765988414e-05
2025-11-03 10:11:00,10395.37,10395.47,10394.7,10394.8,815822,2025-11-03,10:11:00,FTSE100,-5.4832103138391375e-05,7.223299184662829e-05
2025-11-03 10:12:00,10394.8,10395.66,10394.66,10395.53,812889,2025-11-03,10:12:00,FTSE100,7.022742140305738e-05,7.337782199788665e-05
2025-11-03 10:13:00,10395.53,10395.8,10395.47,10395.74,810013,2025-11-03,10:13:00,FTSE100,2.02009902332545e-05,7.279434020532064e-05
2025-11-03 10:14:00,10395.74,10395.75,10394.61,10394.62,807194,2025-11-03,10:14:00,FTSE100,-0.00010773643819472767,7.56222681685305e-05
2025-11-03 10:15:00,10394.62,10395.83,10394.51,10395.72,804430,2025-11-03,10:15:00,FTSE100,0.00010582397432501445,8.038752718578163e-05
2025-11-03 10:16:00,10395.72,10397.02,10395.69,10396.99,801722,2025-11-03,10:16:00,FTSE100,0.0001221656604832866,8.472361470849065e-05
2025-11-03 10:17:00,10396.99,10397.15,10396.88,10397.04,799067,2025-11-03,10:17:00,FTSE100,4.809084167778366e-06,8.437337165024113e-05
2025-11-03 10:18:00,10397.04,10397.19,10396.78,10396.93,796464,2025-11-03,10:18:00,FTSE100,-1.057993428910109e-05,8.356613110965213e-05
2025-11-03 10:19:00,10396.93,10396.94,10396.89,10396.91,793913,2025-11-03,10:19:00,FTSE100,-1.923644768253574e-06,8.090097042286639e-05
2025-11-03 10:20:00,10396.91,10397.05,10396.09,10396.23,791413,2025-11-03,10:20:00,FTSE100,-6.540404793353716e-05,8.14875254363715e-05
2025-11-03 10:21:00,10396.23,10397.36,10396.1,10397.22,788962,2025-11-03,10:21:00,FTSE100,9.522682741724964e-05,8.478129291818079e-05
2025-11-03 10:22:00,10397.22,10397.26,10396.85,10396.89,786560,2025-11-03,10:22:00,FTSE100,-3.173925337729422e-05,8.472118163766004e-05
2025-11-03 10:23:00,10396.89,10397.28,10396.58,10396.96,784205,2025-11-03,10:23:00,FTSE100,6.73278259166743e-06,8.475873449904423e-05
2025-11-03 10:24:00,10396.96,10397.11,10396.28,10396.43,781898,2025-11-03,10:24:00,FTSE100,-5.097643926676998e-05,7.926234603837523e-05
2025-11-03 10:25:00,10396.43,10396.45,10396.02,10396.04,779636,2025-11-03,10:25:00,FTSE100,-3.751287701636574e-05,7.786423799651395e-05
2025-11-03 10:26:00,10396.04,10396.25,10394.92,10395.12,777420,2025-11-03,10:26:00,FTSE100,-8.849523472398424e-05,7.961654291697393e-05
2025-11-03 10:27:00,10395.12,10396.34,10395.02,10396.24,775247,2025-11-03,10:27:00,FTSE100,0.00010774286395909272,7.58618215485992e-05
2025-11-03 10:28:00,10396.24,10396.49,10395.96,10396.22,773119,2025-11-03,10:28:00,FTSE100,-1.9237724407927814e-06,7.40634766420789e-05
2025-11-03 10:29:00,10396.22,10397.16,10396.16,10397.1,771032,2025-11-03,10:29:00,FTSE100,8.464615023551225e-05,7.005570569119014e-05
2025-11-03 10:30:00,10397.1,10397.26,10397.07,10397.22,768988,2025-11-03,10:30:00,FTSE100,1.1541679891369228e-05,6.873966253066833e-05
2025-11-03 10:31:00,10397.22,10397.25,10396.75,10396.77,766984,2025-11-03,10:31:00,FTSE100,-4.3280800059886104e-05,6.822257439149666e-05
2025-11-03 10:32:00,10396.77,10396.99,10396.4,10396.62,765021,2025-11-03,10:32:00,FTSE100,-1.4427557789575829e-05,6.686774324542202e-05
2025-11-03 10:33:00,10396.62,10396.67,10396.22,10396.28,763097,2025-11-03,10:33:00,FTSE100,-3.2702936146544737e-05,6.729001519650843e-05
2025-11-03 10:34:00,10396.28,10396.43,10396.23,10396.39,761212,2025-11-03,10:34:00,FTSE100,1.058070771464692e-05,6.207836987609302e-05
2025-11-03 10:35:00,10396.39,10396.69,10395.89,10396.2,759365,2025-11-03,10:35:00,FTSE100,-1.8275574502180092e-05,5.790166788846577e-05
2025-11-03 10:36:00,10396.2,10396.39,10395.87,10396.06,757556,2025-11-03,10:36:00,FTSE100,-1.3466458898547806e-05,5.060851989069325e-05
2025-11-03 10:37:00,10396.06,10396.17,10394.96,10395.07,755782,2025-11-03,10:37:00,FTSE100,-9.522838459952165e-05,5.444144472944846e-05
2025-11-03 10:38:00,10395.07,10395.27,10394.33,10394.53,754045,2025-11-03,10:38:00,FTSE100,-5.194770213179378e-05,5.526530898344169e-05
2025-11-03 10:39:00,10394.53,10396.0,10394.5,10395.96,752343,2025-11-03,10:39:00,FTSE100,0.0001375723577687893,6.456346004541764e-05
2025-11-03 10:40:00,10395.96,10396.28,10395.21,10395.53,750676,2025-11-03,10:40:00,FTSE100,-4.136222147821389e-05,6.358757034104863e-05
2025-11-03 10:41:00,10395.53,10395.57,10394.76,10394.8,749042,2025-11-03,10:41:00,FTSE100,-7.022248985877333e-05,6.078658673146542e-05
2025-11-03 10:42:00,10394.8,10395.29,10394.68,10395.17,747442,2025-11-03,10:42:00,FTSE100,3.5594720437126526e-05,6.147539078495748e-05
2025-11-03 10:43:00,10395.17,10396.76,10394.82,10396.41,745875,2025-11-03,10:43:00,FTSE100,0.000119286168480226,6.775243443867633e-05
2025-11-03 10:44:00,10396.41,10396.49,10395.27,10395.35,744340,2025-11-03,10:44:00,FTSE100,-0.00010195827213432818,7.056721724801423e-05
2025-11-03 10:45:00,10395.35,10395.38,10395.26,10395.29,742836,2025-11-03,10:45:00,FTSE100,-5.771811434907015e-06,7.015780408871369e-05
2025-11-03 10:46:00,10395.29,10395.34,10394.85,10394.89,741363,2025-11-03,10:46:00,FTSE100,-3.847896499298287e-05,6.782523399910587e-05
2025-11-03 10:47:00,10394.89,10395.09,10393.39,10393.59,739921,2025-11-03,10:47:00,FTSE100,-0.00012506144846158307,6.813795924714033e-05
2025-11-03 10:48:00,10393.59,10394.45,10393.42,10394.29,738508,2025-11-03,10:48:00,FTSE100,6.734920272988276e-05,7.043877545104142e-05
2025-11-03 10:49:00,10394.29,10394.62,10394.04,10394.37,737125,2025-11-03,10:49:00,FTSE100,7.696533385059823e-06,6.705877804397016e-05
2025-11-03 10:50:00,10394.37,10394.65,10394.26,10394.54,735771,2025-11-03,10:50:00,FTSE100,1.6355007566692947e-05,6.716053522037667e-05
2025-11-03 10:51:00,10394.54,10394.59,10394.0,10394.04,734444,2025-11-03,10:51:00,FTSE100,-4.810217671968875e-05,6.728391175944596e-05
2025-11-03 10:52:00,10394.04,10394.54,10394.02,10394.52,733146,2025-11-03,10:52:00,FTSE100,4.618031102432418e-05,6.857479994512353e-05
2025-11-03 10:53:00,10394.52,10394.65,10394.06,10394.19,731874,2025-11-03,10:53:00,FTSE100,-3.1747497719947226e-05,6.855855463566524e-05
2025-11-03 10:54:00,10394.19,10394.66,10393.71,10394.18,730630,2025-11-03,10:54:00,FTSE100,-9.620759289230563e-07,6.842419013008435e-05
2025-11-03 10:55:00,10394.18,10394.2,10393.39,10393.41,729411,2025-11-03,10:55:00,FTSE100,-7.407991780017387e-05,6.987490017322134e-05
2025-11-03 10:56:00,10393.41,10393.44,10392.5,10392.54,728219,2025-11-03,10:56:00,FTSE100,-8.370688734482545e-05,7.162086050445294e-05
2025-11-03 10:57:00,10392.54,10394.01,10392.24,10393.72,727051,2025-11-03,10:57:00,FTSE100,0.00011354298371712979,7.475384195252752e-05
2025-11-03 10:58:00,10393.72,10393.78,10393.35,10393.42,725909,2025-11-03,10:58:00,FTSE100,-2.8863583009686167e-05,7.419114267317705e-05
2025-11-03 10:59:00,10393.42,10393.78,10393.4,10393.76,724791,2025-11-03,10:59:00,FTSE100,3.2713004958884184e-05,6.690807947043294e-05
