date,ticker,company_name,sector,index_weight,close,return,direction,rank,run_id
2025-11-04,RR.L,Rolls-Royce Holdings,Industrials,0.0031379861749674,73.87828780301695,-0.032173237284098495,loser,2,v2_20260217T141158Z_c04a438c
2025-11-04,IHG.L,IHG Hotels & Resorts,Consumer Discretionary,0.0075041625311564,389.64101031578844,-0.03212842583144764,loser,3,v2_20260217T141158Z_c04a438c
2025-11-04,HLMA.L,Halma plc,Technology,0.0053953808735744,156.66382714767784,-0.032042707620773596,loser,4,v2_20260217T141158Z_c04a438c
2025-11-04,BATS.L,British American Tobacco,Consumer Staples,0.02,457.78544500885937,-0.028964411226516797,loser,5,v2_20260217T141158Z_c04a438c
2025-11-04,GSK.L,GSK plc,Health Care,0.03,378.06242780980625,-0.02680833547113342,loser,6,v2_20260217T141158Z_c04a438c
2025-11-04,CCEP.L,Coca-Cola Europacific Partners,Consumer Staples,0.0030041712781416,348.6817929183218,-0.026590744682709406,loser,7,v2_20260217T141158Z_c04a438c
2025-11-04,SGE.L,Sage Group,Technology,0.0024942065241641,190.86321699695594,-0.02527804467669726,loser,8,v2_20260217T141158Z_c04a438c
2025-11-04,IAG.L,International Airlines Group,Consumer Discretionary,0.0035519064317278,413.73550732008806,-0.025215648579059523,loser,9,v2_20260217T141158Z_c04a438c
2025-11-04,PCT.L,Polar Capital Technology Trust,Financials,0.0132849860407383,407.20443146765643,-0.023932781407360874,loser,10,v2_20260217T141158Z_c04a438c
2025-11-05,JD.L,JD Sports,Consumer Discretionary,0.0043874978146706,195.588644873332,0.03566937208492924,gainer,1,v2_20260217T141158Z_c04a438c
2025-11-05,SPX.L,Spirax Group,Industrials,0.0063773062153655,419.3730568622671,0.035339655393588805,gainer,2,v2_20260217T141158Z_c04a438c
2025-11-05,BATS.L,British American Tobacco,Consumer Staples,0.02,472.8244074301834,0.032851552152412804,gainer,3,v2_20260217T141158Z_c04a438c
2025-11-05,VOD.L,Vodafone Group,Communication Services,0.0034950063982327,436.35077491969946,0.031886608423745515,gainer,4,v2_20260217T141158Z_c04a438c
2025-11-05,BLND.L,British Land,Real Estate,0.0087458195202911,273.6517182408347,0.031294505224340234,gainer,5,v2_20260217T141158Z_c04a438c
2025-11-05,UU.L,United Utilities,Utilities,0.0096786828324543,230.98076720685924,0.030616046844846773,gainer,6,v2_20260217T141158Z_c04a438c
2025-11-05,SGE.L,Sage Group,Technology,0.0024942065241641,195.71400372095724,0.02541498985673419,gainer,7,v2_20260217T141158Z_c04a438c
2025-11-05,NG.L,National Grid plc,Utilities,0.018,149.31597558767132,0.023357817311613172,gainer,8,v2_20260217T141158Z_c04a438c
2025-11-05,KGF.L,Kingfisher plc,Consumer Discretionary,0.0055187559265059,198.05803142182512,0.02249967432970129,gainer,9,v2_20260217T141158Z_c04a438c
2025-11-05,AAL.L,Anglo American plc,Materials,0.0100296377778374,110.1785186216974,0.021805989609953804,gainer,10,v2_20260217T141158Z_c04a438c
2025-11-05,AV.L,Aviva,Financials,0.0043050151260052,430.30604963775244,-0.042847616676570346,loser,1,v2_20260217T141158Z_c04a438c
2025-11-05,RKT.L,Reckitt,Consumer Discretionary,0.0090384614602681,407.0495816688674,-0.030116375544595012,loser,2,v2_20260217T141158Z_c04a438c
2025-11-05,BKG.L,Berkeley Group Holdings,Consumer Discretionary,0.0059206121478694,224.87223373163715,-0.028849668754326614,loser,3,v2_20260217T141158Z_c04a438c
2025-11-05,RTO.L,Rentokil Initial,Industrials,0.014578257138863,172.14976656983322,-0.025656879238405234,loser,4,v2_20260217T141158Z_c04a438c
2025-11-05,HLMA.L,Halma plc,Technology,0.0053953808735744,152.95699694281444,-0.0236610471756774,loser,5,v2_20260217T141158Z_c04a438c
2025-11-05,EZJ.L,EasyJet,Consumer Discretionary,0.0042252367416919,88.76697951535337,-0.021251554366616465,loser,6,v2_20260217T141158Z_c04a438c
2025-11-05,RR.L,Rolls-Royce Holdings,Industrials,0.0031379861749674,72.394591094327,-0.02008298720519829,loser,7,v2_20260217T141158Z_c04a438c
2025-11-05,ITRK.L,Intertek,Industrials,0.0065436113050312,142.78954049562284,-0.017635322960322868,loser,8,v2_20260217T141158Z_c04a438c
2025-11-05,AZN.L,AstraZeneca,Health Care,0.072,155.19228734818668,-0.017323471545021004,loser,9,v2_20260217T141158Z_c04a438c
2025-11-05,BTRW.L,Barratt Redrow,Consumer Discretionary,0.0082083227058601,99.8866775473455,-0.016265917566875857,loser,10,v2_20260217T141158Z_c04a438c
2025-11-06,TSCO.L,Tesco,Consumer Staples,0.0026575319816677,418.16910734839564,0.035219419611203714,gainer,1,v2_20260217T141158Z_c04a438c
2025-11-06,AAF.L,Airtel Africa,Communication Services,0.0069002510379968,432.1140516029687,0.03520143046315139,gainer,2,v2_20260217T141158Z_c04a438c
2025-11-06,LSEG.L,London Stock Exchange Group,Financials,0.025,290.6071666155653,0.026625224910111163,gainer,3,v2_20260217T141158Z_c04a438c
2025-11-06,AHT.L,Ashtead Group,Industrials,0.0038627700662443,270.71020109944766,0.02469733049019964,gainer,4,v2_20260217T141158Z_c04a438c
2025-11-06,CNA.L,Centrica,Utilities,0.0036104661781635,332.53068526669813,0.02399398423837037,gainer,5,v2_20260217T141158Z_c04a438c
2025-11-06,EZJ.L,EasyJet,Consumer Discretionary,0.0042252367416919,90.89650980632555,0.023990117750980235,gainer,6,v2_20260217T141158Z_c04a438c
2025-11-06,SPX.L,Spirax Group,Industrials,0.0063773062153655,429.13533718433854,0.023278272560265226,gainer,7,v2_20260217T141158Z_c04a438c
2025-11-06,GSK.L,GSK plc,Health Care,0.03,391.5078246750721,0.02225183924152526,gainer,8,v2_20260217T141158Z_c04a438c
2025-11-06,BKG.L,Berkeley Group Holdings,Consumer Discretionary,0.0059206121478694,229.56515179717647,0.02086926423801996,gainer,9,v2_20260217T141158Z_c04a438c
2025-11-06,MRO.L,Melrose Industries,Industrials,0.0039307666621165,507.9217905385842,0.0205407675199509,gainer,10,v2_20260217T141158Z_c04a438c
2025-11-06,IHG.L,IHG Hotels & Resorts,Consumer Discretionary,0.0075041625311564,367.190123073403,-0.056164133538248756,loser,1,v2_20260217T141158Z_c04a438c
2025-11-06,UU.L,United Utilities,Utilities,0.0096786828324543,218.66911892970262,-0.05330161652000535,loser,2,v2_20260217T141158Z_c04a438c
2025-11-06,ICG.L,ICG,Financials,0.0093488851397007,302.77879311525004,-0.033784097753924894,loser,3,v2_20260217T141158Z_c04a438c
2025-11-06,RKT.L,Reckitt,Consumer Discretionary,0.0090384614602681,394.9298818805557,-0.02977450495986771,loser,4,v2_20260217T141158Z_c04a438c
2025-11-06,SMIN.L,Smiths Group,Industrials,0.0036707559902381,209.67670912804934,-0.023152932876193872,loser,5,v2_20260217T141158Z_c04a438c
2025-11-06,PRU.L,Prudential plc,Financials,0.016,104.4063854488575,-0.022156156347237943,loser,6,v2_20260217T141158Z_c04a438c
2025-11-06,MTLN.L,Metlen Energy & Metals,Utilities,0.0030476369992892,109.98932744725036,-0.020144289344587125,loser,7,v2_20260217T141158Z_c04a438c
2025-11-06,CPG.L,Compass Group,Industrials,0.0084695334180038,420.5792449102717,-0.018545119670063375,loser,8,v2_20260217T141158Z_c04a438c
2025-11-06,BAB.L,Babcock International,Industrials,0.0025573496333893,149.09545998042742,-0.017384979116206265,loser,9,v2_20260217T141158Z_c04a438c
2025-11-06,BEZ.L,Beazley,Financials,0.0049473120400643,418.59133480987055,-0.01604365175642216,loser,10,v2_20260217T141158Z_c04a438c
2025-11-07,CRDA.L,Croda International,Materials,0.0077266282969295,321.1062392984312,0.050332026349039716,gainer,1,v2_20260217T141158Z_c04a438c
2025-11-07,KGF.L,Kingfisher plc,Consumer Discretionary,0.0055187559265059,202.32315099548978,0.03305127172019896,gainer,2,v2_20260217T141158Z_c04a438c
2025-11-07,SPX.L,Spirax Group,Industrials,0.0063773062153655,440.8041682841077,0.027191494357773335,gainer,3,v2_20260217T141158Z_c04a438c
2025-11-07,NXT.L,Next plc,Consumer Discretionary,0.002375877541839,416.0894630570309,0.01912008533403945,gainer,4,v2_20260217T141158Z_c04a438c
2025-11-07,JD.L,JD Sports,Consumer Discretionary,0.0043874978146706,200.32714347800916,0.017760609932529096,gainer,5,v2_20260217T141158Z_c04a438c
2025-11-07,HLN.L,Haleon,Health Care,0.0040732986598167,298.4439956260093,0.01610221305046248,gainer,6,v2_20260217T141158Z_c04a438c
2025-11-07,RTO.L,Rentokil Initial,Industrials,0.014578257138863,176.6409289678917,0.01520161935330539,gainer,7,v2_20260217T141158Z_c04a438c
2025-11-07,ALW.L,Alliance Witan,Financials,0.0047472765659182,105.24775064747716,0.014815797125337364,gainer,8,v2_20260217T141158Z_c04a438c
2025-11-07,NG.L,National Grid plc,Utilities,0.018,153.03727757209475,0.010888028356997367,gainer,9,v2_20260217T141158Z_c04a438c
2025-11-07,LLOY.L,Lloyds Banking Group,Financials,0.017,445.9299408454608,0.010669033253845096,gainer,10,v2_20260217T141158Z_c04a438c
2025-11-07,HSX.L,Hiscox,Financials,0.0032827204167966,312.2467771052227,-0.03885114008259703,loser,1,v2_20260217T141158Z_c04a438c
2025-11-07,LSEG.L,London Stock Exchange Group,Financials,0.025,280.30524417178424,-0.035449650343307326,loser,2,v2_20260217T141158Z_c04a438c
2025-11-07,PSN.L,Persimmon,Consumer Discretionary,0.0056472116467138,267.4655277459617,-0.03476135011609994,loser,3,v2_20260217T141158Z_c04a438c
2025-11-07,PSON.L,Pearson plc,Communication Services,0.0051627592582983,457.8332405953608,-0.028127238197240185,loser,4,v2_20260217T141158Z_c04a438c
2025-11-07,UU.L,United Utilities,Utilities,0.0096786828324543,212.9589711595518,-0.02611318780676341,loser,5,v2_20260217T141158Z_c04a438c
2025-11-07,SMIN.L,Smiths Group,Industrials,0.0036707559902381,205.11529811753925,-0.02175449543003089,loser,6,v2_20260217T141158Z_c04a438c
2025-11-07,RR.L,Rolls-Royce Holdings,Industrials,0.0031379861749674,70.70576286362983,-0.021664327936054408,loser,7,v2_20260217T141158Z_c04a438c
2025-11-07,BATS.L,British American Tobacco,Consumer Staples,0.02,457.40479127370924,-0.021623677773149306,loser,8,v2_20260217T141158Z_c04a438c
2025-11-07,MRO.L,Melrose Industries,Industrials,0.0039307666621165,497.0386382459519,-0.021426826915797788,loser,9,v2_20260217T141158Z_c04a438c
2025-11-07,DCC.L,DCC plc,Industrials,0.0041480372364273,326.0363556617352,-0.019919878869913893,loser,10,v2_20260217T141158Z_c04a438c
2025-11-10,SPX.L,Spirax Group,Industrials,0.0063773062153655,457.73758178128827,0.03841482162724619,gainer,1,v2_20260217T141158Z_c04a438c
2025-11-10,KGF.L,Kingfisher plc,Consumer Discretionary,0.0055187559265059,207.1550824235804,0.02388224681316059,gainer,2,v2_20260217T141158Z_c04a438c
2025-11-10,RTO.L,Rentokil Initial,Industrials,0.014578257138863,180.4821369657524,0.021745854827104824,gainer,3,v2_20260217T141158Z_c04a438c
2025-11-10,CTEC.L,Convatec,Health Care,0.0050530048392854,468.55720196206244,0.021743521014637678,gainer,4,v2_20260217T141158Z_c04a438c
2025-11-10,SGE.L,Sage Group,Technology,0.0024942065241641,201.90478226611899,0.0152955292399424,gainer,5,v2_20260217T141158Z_c04a438c
2025-11-10,NG.L,National Grid plc,Utilities,0.018,155.37057464815916,0.01524659294180957,gainer,6,v2_20260217T141158Z_c04a438c
2025-11-10,STAN.L,Standard Chartered,Financials,0.004652550931389,212.63240203024841,0.013228338110479338,gainer,7,v2_20260217T141158Z_c04a438c
2025-11-10,AAF.L,Airtel Africa,Communication Services,0.0069002510379968,432.77051919525866,0.012587939117476304,gainer,8,v2_20260217T141158Z_c04a438c
2025-11-10,DGE.L,Diageo,Consumer Staples,0.028,111.2416531996145,0.011814133312159691,gainer,9,v2_20260217T141158Z_c04a438c
2025-11-10,BATS.L,British American Tobacco,Consumer Staples,0.02,462.5854592911283,0.011326221579342797,gainer,10,v2_20260217T141158Z_c04a438c
2025-11-10,BTRW.L,Barratt Redrow,Consumer Discretionary,0.0082083227058601,92.53987523028593,-0.06810542621408343,loser,1,v2_20260217T141158Z_c04a438c
2025-11-10,UU.L,United Utilities,Utilities,0.0096786828324543,200.29118082767778,-0.05948465219801959,loser,2,v2_20260217T141158Z_c04a438c
2025-11-10,HLMA.L,Halma plc,Technology,0.0053953808735744,148.0145267071299,-0.04387755025121234,loser,3,v2_20260217T141158Z_c04a438c
2025-11-10,IMB.L,Imperial Brands,Consumer Staples,0.0121817111583984,394.0866272793783,-0.036101654086950735,loser,4,v2_20260217T141158Z_c04a438c
2025-11-10,BNZL.L,Bunzl,Industrials,0.0127122044365976,98.88826167974311,-0.03585585207384438,loser,5,v2_20260217T141158Z_c04a438c
2025-11-10,VOD.L,Vodafone Group,Communication Services,0.0034950063982327,416.8364630365306,-0.03218259286904884,loser,6,v2_20260217T141158Z_c04a438c
2025-11-10,TSCO.L,Tesco,Consumer Staples,0.0026575319816677,397.67452180419104,-0.03138507983592771,loser,7,v2_20260217T141158Z_c04a438c
2025-11-10,AZN.L,AstraZeneca,Health Care,0.072,152.7838232400119,-0.029230813287375215,loser,8,v2_20260217T141158Z_c04a438c
2025-11-10,HLN.L,Haleon,Health Care,0.0040732986598167,290.49714722301013,-0.026627603568736835,loser,9,v2_20260217T141158Z_c04a438c
2025-11-10,DCC.L,DCC plc,Industrials,0.0041480372364273,317.36857914720343,-0.026585306712005572,loser,10,v2_20260217T141158Z_c04a438c
2025-11-11,WEIR.L,Weir Group,Industrials,0.0112307918415515,212.1378151990115,0.05185344692556477,gainer,1,v2_20260217T141158Z_c04a438c
2025-11-11,LLOY.L,Lloyds Banking Group,Financials,0.017,463.5002017646661,0.04873099892211295,gainer,2,v2_20260217T141158Z_c04a438c
2025-11-11,AAF.L,Airtel Africa,Communication Services,0.0069002510379968,445.6739055412403,0.029815770191499186,gainer,3,v2_20260217T141158Z_c04a438c
2025-11-11,HLMA.L,Halma plc,Technology,0.0053953808735744,152.3926684332941,0.029579135396804908,gainer,4,v2_20260217T141158Z_c04a438c
2025-11-11,CCEP.L,Coca-Cola Europacific Partners,Consumer Staples,0.0030041712781416,343.4838585874276,0.027264918855265937,gainer,5,v2_20260217T141158Z_c04a438c
2025-11-11,SPX.L,Spirax Group,Industrials,0.0063773062153655,469.82325629477765,0.026403063664682976,gainer,6,v2_20260217T141158Z_c04a438c
2025-11-11,MRO.L,Melrose Industries,Industrials,0.0039307666621165,512.3444543972421,0.024130308237570407,gainer,7,v2_20260217T141158Z_c04a438c
2025-11-11,BATS.L,British American Tobacco,Consumer Staples,0.02,470.28512547428323,0.016644851299377195,gainer,8,v2_20260217T141158Z_c04a438c
2025-11-11,BARC.L,Barclays,Financials,0.019,469.7255133611639,0.016116743164622367,gainer,9,v2_20260217T141158Z_c04a438c
2025-11-11,SHEL.L,Shell plc,Energy,0.075,148.0527774804171,0.015896798511927924,gainer,10,v2_20260217T141158Z_c04a438c
2025-11-11,IHG.L,IHG Hotels & Resorts,Consumer Discretionary,0.0075041625311564,353.86655698346357,-0.04886289093834523,loser,1,v2_20260217T141158Z_c04a438c
2025-11-11,CRDA.L,Croda International,Materials,0.0077266282969295,301.0273974627167,-0.041281668185629,loser,2,v2_20260217T141158Z_c04a438c
2025-11-11,HSX.L,Hiscox,Financials,0.0032827204167966,294.92848409653806,-0.03292870941387999,loser,3,v2_20260217T141158Z_c04a438c
2025-11-11,PCT.L,Polar Capital Technology Trust,Financials,0.0132849860407383,390.9875770220388,-0.026061992572180087,loser,4,v2_20260217T141158Z_c04a438c
2025-11-11,AAL.L,Anglo American plc,Materials,0.0100296377778374,108.66993112106414,-0.025864936127692403,loser,5,v2_20260217T141158Z_c04a438c
2025-11-11,SMIN.L,Smiths Group,Industrials,0.0036707559902381,198.44486733824579,-0.021221273484348758,loser,6,v2_20260217T141158Z_c04a438c
2025-11-11,SGE.L,Sage Group,Technology,0.0024942065241641,197.6286131887254,-0.021179137162573056,loser,7,v2_20260217T141158Z_c04a438c
2025-11-11,HLN.L,Haleon,Health Care,0.0040732986598167,284.3472789166752,-0.021170150430474825,loser,8,v2_20260217T141158Z_c04a438c
2025-11-11,HIK.L,Hikma Pharmaceuticals,Health Care,0.0030922278766237,418.7801529768457,-0.02072648983372484,loser,9,v2_20260217T141158Z_c04a438c
2025-11-11,CTEC.L,Convatec,Health Care,0.0050530048392854,459.15936595877145,-0.020056966287014616,loser,10,v2_20260217T141158Z_c04a438c
2025-11-12,SPX.L,Spirax Group,Industrials,0.0063773062153655,483.5900400625636,0.029302048341235048,gainer,1,v2_20260217T141158Z_c04a438c
2025-11-12,CNA.L,Centrica,Utilities,0.0036104661781635,337.97093229077336,0.026814283593202662,gainer,2,v2_20260217T141158Z_c04a438c
2025-11-12,ALW.L,Alliance Witan,Financials,0.0047472765659182,107.49037144455382,0.02510179291435418,gainer,3,v2_20260217T141158Z_c04a438c
2025-11-12,BLND.L,British Land,Real Estate,0.0087458195202911,281.5255669209991,0.02379164944650372,gainer,4,v2_20260217T141158Z_c04a438c
2025-11-12,SGE.L,Sage Group,Technology,0.0024942065241641,202.15770717459867,0.022917197630426926,gainer,5,v2_20260217T141158Z_c04a438c
2025-11-12,WTB.L,Whitbread,Consumer Discretionary,0.0023478373595417,408.91032666051603,0.019448063720095908,gainer,6,v2_20260217T141158Z_c04a438c
2025-11-12,DPLM.L,Diploma,Industrials,0.0044728183005052,215.24290253749396,0.019004392788556104,gainer,7,v2_20260217T141158Z_c04a438c
2025-11-12,PCT.L,Polar Capital Technology Trust,Financials,0.0132849860407383,398.1317922027199,0.018272230629666368,gainer,8,v2_20260217T141158Z_c04a438c
2025-11-12,GLEN.L,Glencore,Materials,0.0028023727205362,413.12118523600424,0.01792055412711047,gainer,9,v2_20260217T141158Z_c04a438c
2025-11-12,AAL.L,Anglo American plc,Materials,0.0100296377778374,110.57755861634206,0.017554326901640507,gainer,10,v2_20260217T141158Z_c04a438c
2025-11-12,SHEL.L,Shell plc,Energy,0.075,142.50090296184706,-0.037499293245642634,loser,1,v2_20260217T141158Z_c04a438c
2025-11-12,GSK.L,GSK plc,Health Care,0.03,382.69586625343544,-0.025012227616677138,loser,2,v2_20260217T141158Z_c04a438c
2025-11-12,AAF.L,Airtel Africa,Communication Services,0.0069002510379968,435.013437874575,-0.02391988297748542,loser,3,v2_20260217T141158Z_c04a438c
2025-11-12,NG.L,National Grid plc,Utilities,0.018,153.98352259915646,-0.021891226184543547,loser,4,v2_20260217T141158Z_c04a438c
2025-11-12,WEIR.L,Weir Group,Industrials,0.0112307918415515,207.58809682615868,-0.021446993637530606,loser,5,v2_20260217T141158Z_c04a438c
2025-11-12,IMB.L,Imperial Brands,Consumer Staples,0.0121817111583984,385.9022927900423,-0.02087504349221303,loser,6,v2_20260217T141158Z_c04a438c
2025-11-12,LLOY.L,Lloyds Banking Group,Financials,0.017,453.82904167604204,-0.02086549272643979,loser,7,v2_20260217T141158Z_c04a438c
2025-11-12,ICG.L,ICG,Financials,0.0093488851397007,299.96136023414965,-0.01761542805685269,loser,8,v2_20260217T141158Z_c04a438c
2025-11-12,ENT.L,Entain,Consumer Discretionary,0.006218335542578,140.97716165238853,-0.017151963517670503,loser,9,v2_20260217T141158Z_c04a438c
2025-11-12,BATS.L,British American Tobacco,Consumer Staples,0.02,462.7123903461864,-0.016102433859586218,loser,10,v2_20260217T141158Z_c04a438c
2025-11-13,AAL.L,Anglo American plc,Materials,0.0100296377778374,115.2696082074598,0.04243220459765408,gainer,1,v2_20260217T141158Z_c04a438c
2025-11-13,CTEC.L,Convatec,Health Care,0.0050530048392854,475.3817155290322,0.0324599953161877,gainer,2,v2_20260217T141158Z_c04a438c
2025-11-13,SMIN.L,Smiths Group,Industrials,0.0036707559902381,202.37901566439157,0.03183634669008694,gainer,3,v2_20260217T141158Z_c04a438c
2025-11-13,HLMA.L,Halma plc,Technology,0.0053953808735744,157.4267556986263,0.028529067672837374,gainer,4,v2_20260217T141158Z_c04a438c
2025-11-13,SHEL.L,Shell plc,Energy,0.075,146.2531949026459,0.026331706415947894,gainer,5,v2_20260217T141158Z_c04a438c
2025-11-13,BRBY.L,Burberry Group,Consumer Discretionary,0.0024045157025013,369.0487241217518,0.020981983705180646,gainer,6,v2_20260217T141158Z_c04a438c
2025-11-13,INF.L,Informa,Communication Services,0.0072927834594742,252.6281506913771,0.01897385130235061,gainer,7,v2_20260217T141158Z_c04a438c
2025-11-13,RTO.L,Rentokil Initial,Industrials,0.014578257138863,183.57012123816676,0.018023462822124647,gainer,8,v2_20260217T141158Z_c04a438c
2025-11-13,AAF.L,Airtel Africa,Communication Services,0.0069002510379968,442.39797317653216,0.016975418823926842,gainer,9,v2_20260217T141158Z_c04a438c
2025-11-13,PRU.L,Prudential plc,Financials,0.016,103.32412602380353,0.016707951731268354,gainer,10,v2_20260217T141158Z_c04a438c
2025-11-13,SPX.L,Spirax Group,Industrials,0.0063773062153655,461.94308856788115,-0.0447630217774583,loser,1,v2_20260217T141158Z_c04a438c
2025-11-13,HSBA.L,HSBC,Financials,0.06,83.41732578022791,-0.0408311376322605,loser,2,v2_20260217T141158Z_c04a438c
2025-11-13,CRDA.L,Croda International,Materials,0.0077266282969295,285.6240552037367,-0.038248367319996264,loser,3,v2_20260217T141158Z_c04a438c
2025-11-13,BKG.L,Berkeley Group Holdings,Consumer Discretionary,0.0059206121478694,217.5519120168579,-0.033508632469186186,loser,4,v2_20260217T141158Z_c04a438c
2025-11-13,ENT.L,Entain,Consumer Discretionary,0.006218335542578,136.38607068119634,-0.03256620375513414,loser,5,v2_20260217T141158Z_c04a438c
2025-11-13,LLOY.L,Lloyds Banking Group,Financials,0.017,439.8576715490642,-0.030785535617949784,loser,6,v2_20260217T141158Z_c04a438c
2025-11-13,BTRW.L,Barratt Redrow,Consumer Discretionary,0.0082083227058601,90.49719919507243,-0.02987131272725989,loser,7,v2_20260217T141158Z_c04a438c
2025-11-13,HSX.L,Hiscox,Financials,0.0032827204167966,282.64728391109907,-0.02637093334213686,loser,8,v2_20260217T141158Z_c04a438c
2025-11-13,EZJ.L,EasyJet,Consumer Discretionary,0.0042252367416919,90.24987199706894,-0.024318320281413165,loser,9,v2_20260217T141158Z_c04a438c
2025-11-13,MRO.L,Melrose Industries,Industrials,0.0039307666621165,493.35806136175046,-0.023843886351262313,loser,10,v2_20260217T141158Z_c04a438c
2025-11-14,IHG.L,IHG Hotels & Resorts,Consumer Discretionary,0.0075041625311564,366.08191533956085,0.026426571460222037,gainer,1,v2_20260217T141158Z_c04a438c
2025-11-14,WTB.L,Whitbread,Consumer Discretionary,0.0023478373595417,425.8199045783563,0.02444049160312232,gainer,2,v2_20260217T141158Z_c04a438c
2025-11-14,HLMA.L,Halma plc,Technology,0.0053953808735744,161.24411174401325,0.024248457820567636,gainer,3,v2_20260217T141158Z_c04a438c
2025-11-14,RTO.L,Rentokil Initial,Industrials,0.014578257138863,187.90887375886962,0.023635396062487265,gainer,4,v2_20260217T141158Z_c04a438c
