timestamp_london,open,high,low,close,volume,return_1m,ma_20,ma_60,rsi_14,vwap,run_id
2025-11-03 08:43:00,10392.0,10392.2,10390.93,10391.13,1517716,-8.371824480379875e-05,10392.418000000001,10396.074772727272,35.682819383257325,10396.631756789284,v2_20260217T141158Z_c04a438c
2025-11-03 08:44:00,10391.13,10391.3,10391.13,10391.3,1501116,1.6360107129909096e-05,10392.2305,10395.968666666668,35.398230088486784,10396.542631695998,v2_20260217T141158Z_c04a438c
2025-11-03 08:45:00,10391.3,10392.49,10391.29,10392.49,1484838,0.00011451887636781954,10392.0905,10395.893043478261,52.40875912408693,10396.476712872933,v2_20260217T141158Z_c04a438c
2025-11-03 08:46:00,10392.49,10392.62,10391.23,10391.36,1468877,-0.00010873236346620185,10391.896499999999,10395.796595744681,46.56290531777629,10396.395684489107,v2_20260217T141158Z_c04a438c
2025-11-03 08:47:00,10391.36,10392.3,10391.21,10392.15,1453226,7.60246974409462e-05,10391.837,10395.720625,56.010230179033016,10396.33019220911,v2_20260217T141158Z_c04a438c
2025-11-03 08:48:00,10392.15,10392.5,10392.01,10392.36,1437878,2.0207560514462486e-05,10391.804,10395.652040816327,61.28170894526408,10396.270507322144,v2_20260217T141158Z_c04a438c
2025-11-03 08:49:00,10392.36,10392.38,10391.93,10391.95,1422829,-3.9452059012567986e-05,10391.7475,10395.578000000001,52.30547550433361,10396.207177930743,v2_20260217T141158Z_c04a438c
2025-11-03 08:50:00,10391.95,10393.83,10391.78,10393.66,1408072,0.00016455044529650742,10391.7665,10395.540392156863,65.84463625153838,10396.170757300462,v2_20260217T141158Z_c04a438c
2025-11-03 08:51:00,10393.66,10394.39,10393.65,10394.38,1393602,6.92729991167429e-05,10391.877499999999,10395.518076923076,68.34285714285215,10396.145769043052,v2_20260217T141158Z_c04a438c
2025-11-03 08:52:00,10394.38,10394.55,10393.35,10393.52,1379413,-8.273701750360907e-05,10391.958999999999,10395.48037735849,58.703071672359606,10396.109996162291,v2_20260217T141158Z_c04a438c
2025-11-03 08:53:00,10393.52,10393.87,10393.34,10393.69,1365500,1.6356345107437775e-05,10392.083,10395.447222222223,61.97674418605615,10396.077793516899,v2_20260217T141158Z_c04a438c
2025-11-03 08:54:00,10393.69,10394.58,10393.37,10394.26,1351857,5.484096600905097e-05,10392.2625,10395.425636363638,64.2622950819738,10396.05415738208,v2_20260217T141158Z_c04a438c
2025-11-03 08:55:00,10394.26,10394.26,10394.21,10394.22,1338480,-3.848277799534117e-06,10392.392,10395.404107142856,63.222222222220445,10396.030844593712,v2_20260217T141158Z_c04a438c
2025-11-03 08:56:00,10394.22,10394.97,10394.12,10394.87,1325362,6.25347548928179e-05,10392.581,10395.394736842105,65.12118018967791,10396.016416049686,v2_20260217T141158Z_c04a438c
2025-11-03 08:57:00,10394.87,10395.3,10394.49,10394.92,1312499,4.810064964777538e-06,10392.768500000002,10395.38655172414,71.85697808536122,10396.003084663822,v2_20260217T141158Z_c04a438c
2025-11-03 08:58:00,10394.92,10395.68,10394.81,10395.56,1299886,6.156853539995844e-05,10392.947,10395.389491525424,73.30415754924145,10395.997812434503,v2_20260217T141158Z_c04a438c
2025-11-03 08:59:00,10395.56,10396.84,10395.55,10396.82,1287518,0.00012120559161798994,10393.206499999998,10395.413333333334,73.50705754615197,10396.007389621805,v2_20260217T141158Z_c04a438c
2025-11-03 09:00:00,10396.82,10396.83,10396.38,10396.39,1275391,-4.135880009470405e-05,10393.4435,10395.353166666666,79.55346650998698,10396.011754090227,v2_20260217T141158Z_c04a438c
2025-11-03 09:01:00,10396.39,10396.77,10396.28,10396.66,1263499,2.5970553240162175e-05,10393.6845,10395.295666666667,78.2227784730935,10396.018997876574,v2_20260217T141158Z_c04a438c
2025-11-03 09:02:00,10396.66,10396.82,10396.23,10396.4,1251839,-2.500803142546637e-05,10393.9045,10395.228166666666,75.12437810944981,10396.02316988356,v2_20260217T141158Z_c04a438c
2025-11-03 09:03:00,10396.4,10396.66,10396.35,10396.61,1240405,2.019929975771717e-05,10394.178499999998,10395.166,79.71938775510056,10396.029468690662,v2_20260217T141158Z_c04a438c
2025-11-03 09:04:00,10396.61,10396.87,10395.5,10395.76,1229193,-8.175741900484645e-05,10394.4015,10395.099666666667,65.04297994269304,10396.026632628285,v2_20260217T141158Z_c04a438c
2025-11-03 09:05:00,10395.76,10395.81,10395.36,10395.41,1218199,-3.366757216405336e-05,10394.5475,10395.031833333334,57.791225416038436,10396.020267228643,v2_20260217T141158Z_c04a438c
2025-11-03 09:06:00,10395.41,10395.46,10395.3,10395.36,1207419,-4.8098151009812184e-06,10394.747500000001,10394.974666666667,65.86206896551053,10396.013580129205,v2_20260217T141158Z_c04a438c
2025-11-03 09:07:00,10395.36,10396.25,10395.29,10396.18,1196848,7.888134706246497e-05,10394.949,10394.9285,69.30232558138604,10396.015234245286,v2_20260217T141158Z_c04a438c
2025-11-03 09:08:00,10396.18,10397.3,10396.09,10397.21,1186483,9.907485249383008e-05,10395.191499999999,10394.879833333334,71.34587554267868,10396.026891808684,v2_20260217T141158Z_c04a438c
2025-11-03 09:09:00,10397.21,10397.24,10396.23,10396.26,1176320,-9.137066578424058e-05,10395.407000000001,10394.820166666668,63.04347826087563,10396.029125203515,v2_20260217T141158Z_c04a438c
2025-11-03 09:10:00,10396.26,10396.46,10395.52,10395.73,1166354,-5.097987160773698e-05,10395.5105,10394.758166666667,55.58441558440835,10396.026310324984,v2_20260217T141158Z_c04a438c
2025-11-03 09:11:00,10395.73,10396.43,10395.64,10396.35,1156582,5.963987137036497e-05,10395.609,10394.698166666667,58.645707376059335,10396.029302918325,v2_20260217T141158Z_c04a438c
2025-11-03 09:12:00,10396.35,10396.4,10394.82,10394.87,1147000,-0.0001423576543689853,10395.6765,10394.606833333333,46.212952799129276,10396.018770235114,v2_20260217T141158Z_c04a438c
2025-11-03 09:13:00,10394.87,10395.16,10394.31,10394.6,1137604,-2.5974350809643276e-05,10395.722,10394.507833333333,36.33004926108912,10396.006099961834,v2_20260217T141158Z_c04a438c
2025-11-03 09:14:00,10394.6,10394.67,10394.57,10394.63,1128391,2.8861139436120453e-06,10395.7405,10394.42,38.60103626942768,10395.99401730898,v2_20260217T141158Z_c04a438c
2025-11-03 09:15:00,10394.63,10395.82,10394.55,10395.74,1119357,0.0001067859077235056,10395.816499999999,10394.349333333334,44.62616822429832,10395.991823906763,v2_20260217T141158Z_c04a438c
2025-11-03 09:16:00,10395.74,10396.64,10395.51,10396.4,1110499,6.34875439362581e-05,10395.893,10394.278499999999,50.0,10395.995290856426,v2_20260217T141158Z_c04a438c
2025-11-03 09:17:00,10396.4,10396.49,10396.17,10396.25,1101813,-1.4428071255401242e-05,10395.959499999999,10394.221333333333,47.97752808988387,10395.99741943469,v2_20260217T141158Z_c04a438c
2025-11-03 09:18:00,10396.25,10396.34,10395.97,10396.06,1093296,-1.8275820608426585e-05,10395.9845,10394.165333333334,51.8203883495106,10395.997934103661,v2_20260217T141158Z_c04a438c
2025-11-03 09:19:00,10396.06,10396.37,10395.66,10395.97,1084945,-8.657125872724158e-06,10395.942,10394.131333333333,53.508771929822366,10395.997707971052,v2_20260217T141158Z_c04a438c
2025-11-03 09:20:00,10395.97,10397.65,10395.61,10397.29,1076757,0.0001269722786811922,10395.987,10394.134833333335,60.432432432434005,10396.008007654229,v2_20260217T141158Z_c04a438c
2025-11-03 09:21:00,10397.29,10397.36,10396.99,10397.06,1068727,-2.212114887645278e-05,10396.007,10394.157166666666,55.08083140877038,10396.01626428422,v2_20260217T141158Z_c04a438c
2025-11-03 09:22:00,10397.06,10397.25,10396.73,10396.92,1060854,-1.3465345010899021e-05,10396.033,10394.178500000002,48.13384813385477,10396.023250631328,v2_20260217T141158Z_c04a438c
2025-11-03 09:23:00,10396.92,10397.38,10396.85,10397.31,1053134,3.751110905914068e-05,10396.068000000001,10394.221499999998,57.28155339805041,10396.033050280454,v2_20260217T141158Z_c04a438c
2025-11-03 09:24:00,10397.31,10397.6,10397.04,10397.32,1045565,9.617872316347587e-07,10396.146,10394.259333333333,61.88340807174583,10396.042707990457,v2_20260217T141158Z_c04a438c
2025-11-03 09:25:00,10397.32,10397.4,10397.2,10397.27,1038142,-4.808931532318539e-06,10396.239,10394.292333333335,57.51633986928066,10396.05178498872,v2_20260217T141158Z_c04a438c
2025-11-03 09:26:00,10397.27,10397.28,10396.48,10396.49,1030864,-7.501969266943131e-05,10396.295499999998,10394.313166666667,64.94464944647984,10396.054979823164,v2_20260217T141158Z_c04a438c
2025-11-03 09:27:00,10396.49,10396.72,10396.35,10396.59,1023728,9.618630903318603e-06,10396.315999999999,10394.367333333334,68.95238095237231,10396.058825576903,v2_20260217T141158Z_c04a438c
2025-11-03 09:28:00,10396.59,10396.64,10396.28,10396.34,1016731,-2.4046345965311744e-05,10396.272500000001,10394.422666666667,65.63071297989043,10396.060818631637,v2_20260217T141158Z_c04a438c
2025-11-03 09:29:00,10396.34,10397.45,10396.27,10397.38,1009870,0.0001000352046969244,10396.3285,10394.494333333334,65.1851851851757,10396.070041380757,v2_20260217T141158Z_c04a438c
2025-11-03 09:30:00,10397.38,10398.04,10397.35,10398.01,1003143,6.0592187647312556e-05,10396.442500000001,10394.573166666667,64.99068901303349,10396.08342088771,v2_20260217T141158Z_c04a438c
2025-11-03 09:31:00,10398.01,10398.34,10397.77,10398.1,996546,8.655502350851663e-06,10396.53,10394.672166666665,67.41996233520973,10396.09714334898,v2_20260217T141158Z_c04a438c
2025-11-03 09:32:00,10398.1,10398.81,10398.02,10398.74,990078,6.15497061962067e-05,10396.7235,10394.786333333332,73.26388888888319,10396.114890807998,v2_20260217T141158Z_c04a438c
2025-11-03 09:33:00,10398.74,10398.76,10398.55,10398.58,983737,-1.538647951582206e-05,10396.9225,10394.909166666668,72.38421955402916,10396.131229610955,v2_20260217T141158Z_c04a438c
2025-11-03 09:34:00,10398.58,10399.71,10398.39,10399.52,977518,9.039695804613501e-05,10397.167,10395.056666666665,70.45871559632354,10396.153402436299,v2_20260217T141158Z_c04a438c
2025-11-03 09:35:00,10399.52,10399.64,10399.51,10399.63,971421,1.0577411265089154e-05,10397.3615,10395.189999999999,74.10881801126285,10396.175861999285,v2_20260217T141158Z_c04a438c
2025-11-03 09:36:00,10399.63,10400.3,10399.53,10400.2,965443,5.480964226634022e-05,10397.5515,10395.341833333334,78.47222222222683,10396.20153398365,v2_20260217T141158Z_c04a438c
2025-11-03 09:37:00,10400.2,10400.25,10399.23,10399.28,959581,-8.845983731087248e-05,10397.703,10395.477,65.65977742449039,10396.220930818801,v2_20260217T141158Z_c04a438c
2025-11-03 09:38:00,10399.28,10399.75,10399.18,10399.66,953834,3.654099129923871e-05,10397.883,10395.604833333333,67.56756756756904,10396.242335908171,v2_20260217T141158Z_c04a438c
2025-11-03 09:39:00,10399.66,10399.75,10398.32,10398.42,948198,-0.00011923466728713805,10398.005500000001,10395.717999999999,57.324840764328556,10396.255726951653,v2_20260217T141158Z_c04a438c
2025-11-03 09:40:00,10398.42,10398.56,10396.76,10396.9,942673,-0.00014617605366973319,10397.986,10395.8055,52.38649592549388,10396.25964174262,v2_20260217T141158Z_c04a438c
2025-11-03 09:41:00,10396.9,10397.13,10396.53,10396.76,937255,-1.3465552231806122e-05,10397.971000000001,10395.8875,50.98493626883017,10396.262646438652,v2_20260217T141158Z_c04a438c
2025-11-03 09:42:00,10396.76,10396.81,10396.1,10396.15,931943,-5.8672124777392476e-05,10397.932499999999,10395.956666666665,48.943270300330845,10396.261977812994,v2_20260217T141158Z_c04a438c
2025-11-03 09:43:00,10396.15,10396.45,10396.08,10396.39,926735,2.3085469140093906e-05,10397.886499999999,10396.044333333331,43.95604395604567,10396.262729022657,v2_20260217T141158Z_c04a438c
2025-11-03 09:44:00,10396.39,10398.31,10396.36,10398.29,921628,0.0001827557450231332,10397.935,10396.160833333333,51.479915433407115,10396.274490472872,v2_20260217T141158Z_c04a438c
2025-11-03 09:45:00,10398.29,10398.3,10397.72,10397.73,916621,-5.385500885257688e-05,10397.958,10396.248166666666,48.136958710973204,10396.282840724185,v2_20260217T141158Z_c04a438c
2025-11-03 09:46:00,10397.73,10397.9,10397.17,10397.34,911711,-3.7508186883083994e-05,10398.0005,10396.347833333335,42.768595041325774,10396.288838927123,v2_20260217T141158Z_c04a438c
2025-11-03 09:47:00,10397.34,10397.92,10397.03,10397.61,906898,2.596818032318815e-05,10398.051500000001,10396.438833333335,45.045965270689074,10396.296253625866,v2_20260217T141158Z_c04a438c
2025-11-03 09:48:00,10397.61,10398.14,10397.58,10398.11,902179,4.808797406319343e-05,10398.14,10396.534666666668,42.45989304813088,10396.306323652545,v2_20260217T141158Z_c04a438c
2025-11-03 09:49:00,10398.11,10398.31,10397.88,10398.08,897551,-2.8851397033680115e-06,10398.175,10396.636833333332,41.63969795038516,10396.316066874619,v2_20260217T141158Z_c04a438c
2025-11-03 09:50:00,10398.08,10398.21,10397.89,10398.02,893015,-5.7702960546413e-06,10398.175500000001,10396.709499999999,37.55707762557201,10396.32532905488,v2_20260217T141158Z_c04a438c
2025-11-03 09:51:00,10398.02,10398.71,10398.01,10398.69,888567,6.44353444212431e-05,10398.205,10396.781333333334,46.53349001175086,10396.338050023753,v2_20260217T141158Z_c04a438c
2025-11-03 09:52:00,10398.69,10399.31,10398.6,10399.21,884205,5.0006298870197696e-05,10398.228500000001,10396.876166666667,47.398843930632076,10396.35334224152,v2_20260217T141158Z_c04a438c
2025-11-03 09:53:00,10399.21,10399.42,10398.29,10398.49,879930,-6.92360285059479e-05,10398.223999999998,10396.956166666667,50.43050430504121,10396.364604578086,v2_20260217T141158Z_c04a438c
2025-11-03 09:54:00,10398.49,10398.64,10398.39,10398.54,875738,4.808390449140276e-06,10398.175,10397.0275,62.312312312318504,10396.375956921229,v2_20260217T141158Z_c04a438c
2025-11-03 09:55:00,10398.54,10398.88,10398.33,10398.67,871627,1.2501755054072916e-05,10398.127,10397.101666666666,64.36090225563485,10396.387810662709,v2_20260217T141158Z_c04a438c
2025-11-03 09:56:00,10398.67,10398.79,10397.82,10397.94,867598,-7.020128535661918e-05,10398.014000000001,10397.152833333334,63.220088626298065,10396.395753185394,v2_20260217T141158Z_c04a438c
2025-11-03 09:57:00,10397.94,10398.38,10397.81,10398.25,863647,2.9813597693273408e-05,10397.9625,10397.208333333334,63.59649122807414,10396.405150256109,v2_20260217T141158Z_c04a438c
2025-11-03 09:58:00,10398.25,10398.51,10397.42,10397.67,859774,-5.5778616594115427e-05,10397.863000000001,10397.2435,44.38405797100584,10396.411499563641,v2_20260217T141158Z_c04a438c
2025-11-03 09:59:00,10397.67,10398.57,10397.66,10398.56,855976,8.559609989533534e-05,10397.869999999999,10397.2725,57.094017094020444,10396.422183593955,v2_20260217T141158Z_c04a438c
2025-11-03 10:00:00,10398.56,10398.87,10398.51,10398.82,852253,2.5003462017947342e-05,10397.966,10397.313,62.93706293706472,10396.433997066852,v2_20260217T141158Z_c04a438c
2025-11-03 10:01:00,10398.82,10399.19,10398.63,10399.0,848603,1.7309656287878283e-05,10398.078,10397.352,62.34458259325102,10396.44652356103,v2_20260217T141158Z_c04a438c
2025-11-03 10:02:00,10399.0,10399.16,10398.47,10398.63,845025,-3.558034426398571e-05,10398.202000000001,10397.389166666666,54.72727272726173,10396.457086380311,v2_20260217T141158Z_c04a438c
2025-11-03 10:03:00,10398.63,10398.69,10398.59,10398.65,841517,1.923330284814284e-06,10398.315,10397.423166666667,55.19125683060037,10396.467600162998,v2_20260217T141158Z_c04a438c
2025-11-03 10:04:00,10398.65,10398.68,10397.12,10397.15,838077,-0.00014424949392466413,10398.258,10397.446333333333,43.72294372293656,10396.470843026464,v2_20260217T141158Z_c04a438c
2025-11-03 10:05:00,10397.15,10397.31,10396.21,10396.36,834706,-7.598236055061935e-05,10398.1895,10397.462166666666,33.47517730495909,10396.470320874329,v2_20260217T141158Z_c04a438c
2025-11-03 10:06:00,10396.36,10396.8,10396.31,10396.75,831400,3.751312959532349e-05,10398.16,10397.485333333334,32.22543352601339,10396.471627021887,v2_20260217T141158Z_c04a438c
2025-11-03 10:07:00,10396.75,10396.79,10395.12,10395.16,828160,-0.00015293240676172992,10398.0375,10397.468333333334,28.6264441591763,10396.465553632344,v2_20260217T141158Z_c04a438c
2025-11-03 10:08:00,10395.16,10396.04,10395.07,10395.94,824983,7.503492009752755e-05,10397.929,10397.447166666667,34.74178403755408,10396.463140562313,v2_20260217T141158Z_c04a438c
2025-11-03 10:09:00,10395.94,10396.11,10394.49,10394.65,821868,-0.00012408690315646176,10397.757500000002,10397.420333333333,29.23553719008102,10396.454884757191,v2_20260217T141158Z_c04a438c
2025-11-03 10:10:00,10394.65,10395.49,10394.53,10395.37,818815,6.926640146631691e-05,10397.625,10397.414333333332,36.71147880041776,10396.449985507144,v2_20260217T141158Z_c04a438c
2025-11-03 10:11:00,10395.37,10395.47,10394.7,10394.8,815822,-5.4832103138391375e-05,10397.430499999999,10397.388500000001,32.62839879154399,10396.442594798804,v2_20260217T141158Z_c04a438c
2025-11-03 10:12:00,10394.8,10395.66,10394.66,10395.53,812889,7.022742140305738e-05,10397.2465,10397.3995,39.38492063492919,10396.438539846522,v2_20260217T141158Z_c04a438c
2025-11-03 10:13:00,10395.53,10395.8,10395.47,10395.74,810013,2.02009902332545e-05,10397.109,10397.4185,35.00000000000968,10396.435460624196,v2_20260217T141158Z_c04a438c
2025-11-03 10:14:00,10395.74,10395.75,10394.61,10394.62,807194,-0.00010773643819472767,10396.913,10397.418333333333,29.532163742703077,10396.427520650454,v2_20260217T141158Z_c04a438c
2025-11-03 10:15:00,10394.62,10395.83,10394.51,10395.72,804430,0.00010582397432501445,10396.7655,10397.418000000001,35.33094812164565,10396.42445026498,v2_20260217T141158Z_c04a438c
2025-11-03 10:16:00,10395.72,10397.02,10395.69,10396.99,801722,0.0001221656604832866,10396.717999999999,10397.427833333333,43.211920529804715,10396.426885752122,v2_20260217T141158Z_c04a438c
2025-11-03 10:17:00,10396.99,10397.15,10396.88,10397.04,799067,4.809084167778366e-06,10396.6575,10397.440999999999,43.35260115607579,10396.429506080829,v2_20260217T141158Z_c04a438c
2025-11-03 10:18:00,10397.04,10397.19,10396.78,10396.93,796464,-1.057993428910109e-05,10396.6205,10397.4555,48.973880597018265,10396.431629080924,v2_20260217T141158Z_c04a438c
2025-11-03 10:19:00,10396.93,10396.94,10396.89,10396.91,793913,-1.923644768253574e-06,10396.538,10397.471166666666,52.76381909547251,10396.433643224003,v2_20260217T141158Z_c04a438c
2025-11-03 10:20:00,10396.91,10397.05,10396.09,10396.23,791413,-6.540404793353716e-05,10396.4085,10397.4535,47.46093749999917,10396.432792072661,v2_20260217T141158Z_c04a438c
2025-11-03 10:21:00,10396.23,10397.36,10396.1,10397.22,788962,9.522682741724964e-05,10396.3195,10397.456166666667,60.684647302896515,10396.436058502879,v2_20260217T141158Z_c04a438c
2025-11-03 10:22:00,10397.22,10397.26,10396.85,10396.89,786560,-3.173925337729422e-05,10396.2325,10397.455666666667,55.168661588675086,10396.43792861101,v2_20260217T141158Z_c04a438c
2025-11-03 10:23:00,10396.89,10397.28,10396.58,10396.96,784205,6.73278259166743e-06,10396.148,10397.449833333334,64.49184441655348,10396.440064183504,v2_20260217T141158Z_c04a438c
2025-11-03 10:24:00,10396.96,10397.11,10396.28,10396.43,781898,-5.097643926676998e-05,10396.112,10397.435,56.81233933161569,10396.440023303043,v2_20260217T141158Z_c04a438c
2025-11-03 10:25:00,10396.43,10396.45,10396.02,10396.04,779636,-3.751287701636574e-05,10396.096,10397.414500000003,58.157894736854196,10396.438409654793,v2_20260217T141158Z_c04a438c
