timestamp_london,interval,open,high,low,close,prev_close,delta_pct,session_high,session_low,realised_vol_20,volume,run_id,freshness_minutes
2025-11-03 08:50:00,5m,10391.95,10394.58,10391.78,10394.26,10400.07,-0.05586500860089716,10400.86,10390.44,0.0007287395020093282,6898444,v2_20260217T141158Z_c04a438c,5621
2025-11-03 08:55:00,5m,10394.26,10396.84,10394.12,10396.82,10400.07,-0.031249789664877792,10400.86,10390.44,0.0008003030439432717,6563745,v2_20260217T141158Z_c04a438c,5621
2025-11-03 09:00:00,5m,10396.82,10396.87,10395.5,10395.76,10400.07,-0.04144202875556724,10400.86,10390.44,0.0007694138182103153,6260327,v2_20260217T141158Z_c04a438c,5621
2025-11-03 09:05:00,5m,10395.76,10397.3,10395.29,10396.26,10400.07,-0.036634368807131334,10400.86,10390.44,0.000743307348292865,5985269,v2_20260217T141158Z_c04a438c,5621
2025-11-03 09:10:00,5m,10396.26,10396.46,10394.31,10394.63,10400.07,-0.052307340239066136,10400.86,10390.44,0.0007311237309781509,5735931,v2_20260217T141158Z_c04a438c,5621
2025-11-03 09:15:00,5m,10394.63,10396.64,10394.55,10395.97,10400.07,-0.039422811577238814,10400.86,10390.44,0.000729536851408087,5509910,v2_20260217T141158Z_c04a438c,5621
2025-11-03 09:20:00,5m,10395.97,10397.65,10395.61,10397.32,10400.07,-0.026442129716430784,10400.86,10390.44,0.0007255301123489286,5305037,v2_20260217T141158Z_c04a438c,5621
2025-11-03 09:25:00,5m,10397.32,10397.45,10396.27,10397.38,10400.07,-0.02586521052262425,10400.86,10390.44,0.0007028366141185499,5119335,v2_20260217T141158Z_c04a438c,5621
2025-11-03 09:30:00,5m,10397.38,10399.71,10397.35,10399.52,10400.07,-0.0052884259432839364,10400.86,10390.44,0.0007199232020789376,4951022,v2_20260217T141158Z_c04a438c,5621
2025-11-03 09:35:00,5m,10399.52,10400.3,10398.32,10398.42,10400.07,-0.01586527782985181,10400.86,10390.44,0.0007078241408666445,4798477,v2_20260217T141158Z_c04a438c,5621
2025-11-03 09:40:00,5m,10398.42,10398.56,10396.08,10398.29,10400.07,-0.01711526941644559,10400.86,10390.44,0.0006889701208378069,4660234,v2_20260217T141158Z_c04a438c,5621
2025-11-03 09:45:00,5m,10398.29,10398.31,10397.03,10398.08,10400.07,-0.01913448659479622,10400.86,10390.44,0.0006888600806974814,4534960,v2_20260217T141158Z_c04a438c,5621
2025-11-03 09:50:00,5m,10398.08,10399.42,10397.89,10398.54,10400.07,-0.014711439442227636,10400.86,10390.44,0.0006907675537422077,4421455,v2_20260217T141158Z_c04a438c,5621
2025-11-03 09:55:00,5m,10398.54,10398.88,10397.42,10398.56,10400.07,-0.014519133044299526,10400.86,10390.44,0.0006656931517958055,4318622,v2_20260217T141158Z_c04a438c,5621
2025-11-03 10:00:00,5m,10398.56,10399.19,10397.12,10397.15,10400.07,-0.02807673409890299,10400.86,10390.44,0.0006125326830277889,4225475,v2_20260217T141158Z_c04a438c,5621
2025-11-03 10:05:00,5m,10397.15,10397.31,10394.49,10394.65,10400.07,-0.05211503384111582,10400.86,10390.44,0.0006318208829139619,4141117,v2_20260217T141158Z_c04a438c,5621
2025-11-03 10:10:00,5m,10394.65,10395.8,10394.53,10394.62,10400.07,-0.05240349343801354,10400.86,10390.44,0.000579827532141995,4064733,v2_20260217T141158Z_c04a438c,5621
2025-11-03 10:15:00,5m,10394.62,10397.19,10394.51,10396.91,10400.07,-0.030384410874151335,10400.86,10390.44,0.0006101827328497825,3995596,v2_20260217T141158Z_c04a438c,5621
2025-11-03 10:20:00,5m,10396.91,10397.36,10396.09,10396.43,10400.07,-0.03499976442465913,10400.86,10390.44,0.0006117719986257006,3933038,v2_20260217T141158Z_c04a438c,5621
2025-11-03 10:25:00,5m,10396.43,10397.16,10394.92,10397.1,10400.07,-0.028557500093739918,10400.86,10390.44,0.0006118982378402744,3876454,v2_20260217T141158Z_c04a438c,5621
2025-11-03 10:30:00,5m,10397.1,10397.26,10396.22,10396.39,10400.07,-0.035384377220537555,10400.86,10390.44,0.0005814051584445975,3825302,v2_20260217T141158Z_c04a438c,5621
2025-11-03 10:35:00,5m,10396.39,10396.69,10394.33,10395.96,10400.07,-0.03951896477620842,10400.86,10390.44,0.0005271011685874831,3779091,v2_20260217T141158Z_c04a438c,5621
2025-11-03 10:40:00,5m,10395.96,10396.76,10394.68,10395.35,10400.07,-0.04538430991328779,10400.86,10390.44,0.0005203803425517565,3737375,v2_20260217T141158Z_c04a438c,5621
2025-11-03 10:45:00,5m,10395.35,10395.38,10393.39,10394.37,10400.07,-0.05480732341223149,10400.86,10390.44,0.0005254140197787411,3699753,v2_20260217T141158Z_c04a438c,5621
2025-11-03 10:50:00,5m,10394.37,10394.66,10393.71,10394.18,10400.07,-0.05663423419265401,10400.86,10390.44,0.0005021700414626435,3665865,v2_20260217T141158Z_c04a438c,5621
2025-11-03 10:55:00,5m,10394.18,10394.2,10392.24,10393.76,10400.07,-0.060672668549344166,10400.86,10390.44,0.00048386144859350835,3635381,v2_20260217T141158Z_c04a438c,5621
2025-11-03 11:00:00,5m,10393.76,10394.06,10393.21,10393.77,10400.07,-0.06057651535037456,10400.86,10390.44,0.00046110163070810895,3608010,v2_20260217T141158Z_c04a438c,5621
2025-11-03 11:05:00,5m,10393.77,10396.14,10393.73,10396.0,10400.07,-0.03913435198031889,10400.86,10390.44,0.0005159876924744027,3583489,v2_20260217T141158Z_c04a438c,5621
2025-11-03 11:10:00,5m,10396.0,10396.63,10394.37,10396.4,10400.07,-0.03528822402156795,10400.86,10390.44,0.0004684014383596686,3561581,v2_20260217T141158Z_c04a438c,5621
2025-11-03 11:15:00,5m,10396.4,10399.43,10396.3,10399.03,10400.07,-0.009999932692750235,10400.86,10390.44,0.0005287148373385877,3542077,v2_20260217T141158Z_c04a438c,5621
2025-11-03 11:20:00,5m,10399.03,10401.75,10398.78,10401.56,10400.07,0.014326826646349211,10401.75,10390.44,0.0005802192296326936,3524788,v2_20260217T141158Z_c04a438c,5621
2025-11-03 11:25:00,5m,10401.56,10404.75,10401.37,10403.18,10400.07,0.029903644879314406,10404.75,10390.44,0.0005952335897115956,3509547,v2_20260217T141158Z_c04a438c,5621
2025-11-03 11:30:00,5m,10403.18,10403.58,10400.53,10400.56,10400.07,0.004711506749477401,10404.75,10390.44,0.0006555012165658962,3496210,v2_20260217T141158Z_c04a438c,5621
2025-11-03 11:35:00,5m,10400.56,10401.43,10400.12,10400.49,10400.07,0.004038434356701259,10404.75,10390.44,0.0006556666953693847,3484646,v2_20260217T141158Z_c04a438c,5621
2025-11-03 11:40:00,5m,10400.49,10400.89,10397.26,10397.99,10400.07,-0.019999865385522675,10404.75,10390.44,0.0006876311361643233,3474747,v2_20260217T141158Z_c04a438c,5621
2025-11-03 11:45:00,5m,10397.99,10398.66,10396.61,10396.69,10400.07,-0.03249978125146047,10404.75,10390.44,0.0006532574902084818,3466414,v2_20260217T141158Z_c04a438c,5621
2025-11-03 11:50:00,5m,10396.69,10396.95,10395.66,10396.6,10400.07,-0.033365160042186925,10404.75,10390.44,0.000653401124961628,3459568,v2_20260217T141158Z_c04a438c,5621
2025-11-03 11:55:00,5m,10396.6,10398.55,10396.43,10398.27,10400.07,-0.0173075758143848,10404.75,10390.44,0.0006356208109128419,3454143,v2_20260217T141158Z_c04a438c,5621
2025-11-03 12:00:00,5m,10398.27,10398.33,10396.73,10397.87,10400.07,-0.021153703773135746,10404.75,10390.44,0.0006349949355511651,3450089,v2_20260217T141158Z_c04a438c,5621
2025-11-03 12:05:00,5m,10397.87,10399.08,10396.65,10396.77,10400.07,-0.03173055565971472,10404.75,10390.44,0.000641550903414979,3447366,v2_20260217T141158Z_c04a438c,5621
2025-11-03 12:10:00,5m,10396.77,10396.81,10392.42,10393.81,10400.07,-0.06019190255450724,10404.75,10390.44,0.0006991548995205141,3445946,v2_20260217T141158Z_c04a438c,5621
2025-11-03 12:15:00,5m,10393.81,10393.95,10392.2,10393.72,10400.07,-0.06105728134522259,10404.75,10390.44,0.0006984934004419335,3445818,v2_20260217T141158Z_c04a438c,5621
2025-11-03 12:20:00,5m,10393.72,10395.59,10393.53,10395.51,10400.07,-0.043845858729796294,10404.75,10390.44,0.0007196633222926036,3446978,v2_20260217T141158Z_c04a438c,5621
2025-11-03 12:25:00,5m,10395.51,10396.01,10394.67,10394.93,10400.07,-0.04942274426998905,10404.75,10390.44,0.0007153290280390659,3449439,v2_20260217T141158Z_c04a438c,5621
2025-11-03 12:30:00,5m,10394.93,10396.9,10393.99,10396.84,10400.07,-0.03105748326693858,10404.75,10390.44,0.000737281218167239,3453224,v2_20260217T141158Z_c04a438c,5621
2025-11-03 12:35:00,5m,10396.84,10397.87,10395.67,10396.03,10400.07,-0.038845892383410074,10404.75,10390.44,0.0007410743311585451,3458371,v2_20260217T141158Z_c04a438c,5621
2025-11-03 12:40:00,5m,10396.03,10396.51,10395.1,10395.37,10400.07,-0.04519200351534858,10404.75,10390.44,0.000744780099048204,3464928,v2_20260217T141158Z_c04a438c,5621
2025-11-03 12:45:00,5m,10395.37,10398.27,10395.27,10397.9,10400.07,-0.02086524417623803,10404.75,10390.44,0.0007537113553281792,3472958,v2_20260217T141158Z_c04a438c,5621
2025-11-03 12:50:00,5m,10397.9,10399.51,10396.18,10399.43,10400.07,-0.006153804733999291,10404.75,10390.44,0.0007658973095579287,3482536,v2_20260217T141158Z_c04a438c,5621
2025-11-03 12:55:00,5m,10399.43,10400.81,10399.24,10400.39,10400.07,0.0030769023670051965,10404.75,10390.44,0.0007292325458493632,3493760,v2_20260217T141158Z_c04a438c,5621
2025-11-03 13:00:00,5m,10400.39,10402.68,10400.29,10402.12,10400.07,0.01971140578862496,10404.75,10390.44,0.0007066461176854226,3506731,v2_20260217T141158Z_c04a438c,5621
2025-11-03 13:05:00,5m,10402.12,10404.01,10401.48,10403.61,10400.07,0.03403823243497417,10404.75,10390.44,0.0007039004370689338,3521581,v2_20260217T141158Z_c04a438c,5621
2025-11-03 13:10:00,5m,10403.61,10403.76,10402.65,10403.41,10400.07,0.03211516845560425,10404.75,10390.44,0.0006520998820034599,3538448,v2_20260217T141158Z_c04a438c,5621
2025-11-03 13:15:00,5m,10403.41,10403.69,10401.53,10401.71,10400.07,0.015769124630882203,10404.75,10390.44,0.0006756657190764389,3557494,v2_20260217T141158Z_c04a438c,5621
2025-11-03 13:20:00,5m,10401.71,10404.04,10401.53,10403.77,10400.07,0.03557668361848787,10404.75,10390.44,0.0006491920073342887,3578905,v2_20260217T141158Z_c04a438c,5621
2025-11-03 13:25:00,5m,10403.77,10404.0,10402.88,10403.55,10400.07,0.03346131324115653,10404.75,10390.44,0.0006315223436352666,3602886,v2_20260217T141158Z_c04a438c,5621
2025-11-03 13:30:00,5m,10403.55,10405.46,10403.52,10404.75,10400.07,0.04499969711742047,10405.46,10390.44,0.0006350785033146789,3629667,v2_20260217T141158Z_c04a438c,5621
2025-11-03 13:35:00,5m,10404.75,10404.99,10402.92,10404.57,10400.07,0.04326893953598976,10405.46,10390.44,0.0006240945158933413,3659505,v2_20260217T141158Z_c04a438c,5621
2025-11-03 13:40:00,5m,10404.57,10408.58,10404.33,10408.38,10400.07,0.07990330834310999,10408.58,10390.44,0.0007033205083442734,3692688,v2_20260217T141158Z_c04a438c,5621
2025-11-03 13:45:00,5m,10408.38,10409.37,10406.76,10409.34,10400.07,0.08913401544412558,10409.37,10390.44,0.0006846207763473874,3729535,v2_20260217T141158Z_c04a438c,5621
2025-11-03 13:50:00,5m,10409.34,10409.37,10407.81,10408.11,10400.07,0.07730717197096393,10409.37,10390.44,0.000612726768239151,3770402,v2_20260217T141158Z_c04a438c,5621
2025-11-03 13:55:00,5m,10408.11,10409.21,10408.11,10408.95,10400.07,0.08538404068434424,10409.37,10390.44,0.0006073349861966278,3815679,v2_20260217T141158Z_c04a438c,5621
2025-11-03 14:00:00,5m,10408.95,10411.94,10408.72,10411.83,10400.07,0.1130761619873688,10411.94,10390.44,0.0006336724948066146,3865806,v2_20260217T141158Z_c04a438c,5621
2025-11-03 14:05:00,5m,10411.83,10411.99,10408.33,10409.33,10400.07,0.08903786224516708,10411.99,10390.44,0.0006982866163286086,3921261,v2_20260217T141158Z_c04a438c,5621
2025-11-03 14:10:00,5m,10409.33,10410.19,10407.98,10408.1,10400.07,0.07721101877200542,10411.99,10390.44,0.0007113144648937294,3982579,v2_20260217T141158Z_c04a438c,5621
2025-11-03 14:15:00,5m,10408.1,10411.09,10408.09,10409.57,10400.07,0.09134553902041542,10411.99,10390.44,0.0007021918412795264,4050348,v2_20260217T141158Z_c04a438c,5621
2025-11-03 14:20:00,5m,10409.57,10409.77,10408.13,10408.17,10400.07,0.07788409116478157,10411.99,10390.44,0.0007192606351535317,4125226,v2_20260217T141158Z_c04a438c,5621
2025-11-03 14:25:00,5m,10408.17,10411.39,10408.15,10411.35,10400.07,0.10846080843687211,10411.99,10390.44,0.0007382350839605382,4207928,v2_20260217T141158Z_c04a438c,5621
2025-11-03 14:30:00,5m,10411.35,10411.56,10408.99,10409.0,10400.07,0.08586480667918117,10411.99,10390.44,0.0007869304645099123,4299248,v2_20260217T141158Z_c04a438c,5621
2025-11-03 14:35:00,5m,10409.0,10411.02,10408.92,10409.61,10400.07,0.09173015181629385,10411.99,10390.44,0.0007855632802007645,4400067,v2_20260217T141158Z_c04a438c,5621
2025-11-03 14:40:00,5m,10409.61,10410.88,10408.85,10410.49,10400.07,0.10019163332555259,10411.99,10390.44,0.0007763940775720289,4511354,v2_20260217T141158Z_c04a438c,5621
2025-11-03 14:45:00,5m,10410.49,10410.82,10409.1,10410.5,10400.07,0.10028778652451109,10411.99,10390.44,0.0007695299633609002,4634182,v2_20260217T141158Z_c04a438c,5621
2025-11-03 14:50:00,5m,10410.5,10412.4,10408.75,10411.84,10400.07,0.11317231518634951,10412.4,10390.44,0.000773149948003448,4769729,v2_20260217T141158Z_c04a438c,5621
2025-11-03 14:55:00,5m,10411.84,10414.4,10410.76,10414.4,10400.07,0.13778753412236888,10414.4,10390.44,0.0007678305808269219,4919300,v2_20260217T141158Z_c04a438c,5621
2025-11-03 15:00:00,5m,10414.4,10414.5,10412.65,10413.69,10400.07,0.13096065699558235,10414.5,10390.44,0.0007639477711426927,5084336,v2_20260217T141158Z_c04a438c,5621
2025-11-03 15:05:00,5m,10413.69,10414.35,10412.73,10413.12,10400.07,0.1254799246543703,10414.5,10390.44,0.0007678610361324928,5266422,v2_20260217T141158Z_c04a438c,5621
2025-11-03 15:10:00,5m,10413.12,10413.16,10411.82,10411.91,10400.07,0.11384538757912566,10414.5,10390.44,0.0007806499949417742,5467310,v2_20260217T141158Z_c04a438c,5621
2025-11-03 15:15:00,5m,10411.91,10412.13,10409.83,10410.04,10400.07,0.09586473937195361,10414.5,10390.44,0.0008083472581069546,5688934,v2_20260217T141158Z_c04a438c,5621
2025-11-03 15:20:00,5m,10410.04,10410.21,10408.98,10409.55,10400.07,0.09115323262247621,10414.5,10390.44,0.0007269782218265283,5933424,v2_20260217T141158Z_c04a438c,5621
2025-11-03 15:25:00,5m,10409.55,10411.17,10409.46,10410.18,10400.07,0.0972108841575059,10414.5,10390.44,0.0007236859409748801,6203135,v2_20260217T141158Z_c04a438c,5621
2025-11-03 15:30:00,5m,10410.18,10411.58,10410.14,10410.64,10400.07,0.10163393131008558,10414.5,10390.44,0.0007129577371548772,6500656,v2_20260217T141158Z_c04a438c,5621
2025-11-03 15:35:00,5m,10410.64,10411.81,10410.55,10411.15,10400.07,0.10653774445747999,10414.5,10390.44,0.0007104490975136901,6828852,v2_20260217T141158Z_c04a438c,5621
2025-11-03 15:40:00,5m,10411.15,10411.22,10408.24,10408.47,10400.07,0.08076868713382535,10414.5,10390.44,0.0007005611750579816,7190882,v2_20260217T141158Z_c04a438c,5621
2025-11-03 15:45:00,5m,10408.47,10409.62,10406.07,10406.3,10400.07,0.059903442957587316,10414.5,10390.44,0.0006905594893505236,7590225,v2_20260217T141158Z_c04a438c,5621
2025-11-03 15:50:00,5m,10406.3,10406.83,10405.64,10405.78,10400.07,0.0549034766112344,10414.5,10390.44,0.0006831154921371605,8030726,v2_20260217T141158Z_c04a438c,5621
2025-11-03 15:55:00,5m,10405.78,10406.4,10403.29,10404.94,10400.07,0.046826607897831884,10414.5,10390.44,0.0006668675463360565,8516619,v2_20260217T141158Z_c04a438c,5621
2025-11-03 16:00:00,5m,10404.94,10405.66,10404.62,10405.56,10400.07,0.052788106233903065,10414.5,10390.44,0.0006606902447895786,9052580,v2_20260217T141158Z_c04a438c,5621
2025-11-03 16:05:00,5m,10405.56,10407.28,10403.46,10403.67,10400.07,0.03461515162879181,10414.5,10390.44,0.0005896070515329957,9643763,v2_20260217T141158Z_c04a438c,5621
2025-11-03 16:10:00,5m,10403.67,10405.29,10403.21,10403.29,10400.07,0.030961330067991177,10414.5,10390.44,0.0005551758788012589,10295856,v2_20260217T141158Z_c04a438c,5621
2025-11-03 16:15:00,5m,10403.29,10404.6,10401.9,10403.08,10400.07,0.028942112889618343,10414.5,10390.44,0.0005478666254489465,11015131,v2_20260217T141158Z_c04a438c,5621
2025-11-03 16:20:00,5m,10403.08,10403.24,10400.29,10401.65,10400.07,0.01519220543708677,10414.5,10390.44,0.0005433883850292478,11808510,v2_20260217T141158Z_c04a438c,5621
2025-11-03 16:25:00,5m,10401.65,10402.64,10399.97,10399.99,10400.07,-0.000769225591745748,10414.5,10390.44,0.000553505886485618,12683621,v2_20260217T141158Z_c04a438c,5621
2025-11-03 16:30:00,5m,10399.99,10400.22,10399.85,10400.07,10400.07,0.0,10414.5,10390.44,0.0005247426837461935,2649513,v2_20260217T141158Z_c04a438c,5621
2025-11-04 08:00:00,5m,10400.07,10400.19,10395.82,10395.99,10400.07,-0.0392305051792885,10400.19,10395.82,,19212123,v2_20260217T141158Z_c04a438c,5621
2025-11-04 08:05:00,5m,10395.99,10396.06,10392.98,10394.39,10400.07,-0.05461501701431448,10400.19,10392.98,,17879816,v2_20260217T141158Z_c04a438c,5621
2025-11-04 08:10:00,5m,10394.39,10397.78,10394.09,10397.65,10400.07,-0.023269074150467084,10400.19,10392.98,,16671943,v2_20260217T141158Z_c04a438c,5621
2025-11-04 08:15:00,5m,10397.65,10398.72,10396.97,10397.75,10400.07,-0.02230754216077102,10400.19,10392.98,,15576886,v2_20260217T141158Z_c04a438c,5621
2025-11-04 08:20:00,5m,10397.75,10398.17,10396.09,10396.67,10400.07,-0.032692087649410784,10400.19,10392.98,0.0011521108549700408,14584109,v2_20260217T141158Z_c04a438c,5621
2025-11-04 08:25:00,5m,10396.67,10396.73,10394.49,10394.66,10400.07,-0.052018880642146215,10400.19,10392.98,0.001056631898800036,13684063,v2_20260217T141158Z_c04a438c,5621
2025-11-04 08:30:00,5m,10394.66,10396.0,10392.89,10394.21,10400.07,-0.05634577459575629,10400.19,10392.89,0.0009673544455802323,12868091,v2_20260217T141158Z_c04a438c,5621
2025-11-04 08:35:00,5m,10394.21,10396.17,10393.25,10393.3,10400.07,-0.06509571570191275,10400.19,10392.89,0.0008956656633375593,12128343,v2_20260217T141158Z_c04a438c,5621
2025-11-04 08:40:00,5m,10393.3,10393.31,10389.87,10390.02,10400.07,-0.09663396496368826,10400.19,10389.87,0.0009076569352925571,11457702,v2_20260217T141158Z_c04a438c,5621
2025-11-04 08:45:00,5m,10390.02,10391.41,10389.59,10390.43,10400.07,-0.0926916838059677,10400.19,10389.59,0.0008805900535244098,10849718,v2_20260217T141158Z_c04a438c,5621
2025-11-04 08:50:00,5m,10390.43,10390.47,10387.13,10387.25,10400.07,-0.12326840107806936,10400.19,10387.13,0.0008835417379349303,10298542,v2_20260217T141158Z_c04a438c,5621
2025-11-04 08:55:00,5m,10387.25,10391.93,10387.2,10391.84,10400.07,-0.07913408275136424,10400.19,10387.13,0.0011050773423635998,9798876,v2_20260217T141158Z_c04a438c,5621
2025-11-04 09:00:00,5m,10391.84,10392.18,10390.65,10391.49,10400.07,-0.08249944471527826,10400.19,10387.13,0.00105878740417029,9345908,v2_20260217T141158Z_c04a438c,5621
2025-11-04 09:05:00,5m,10391.49,10392.97,10391.41,10392.19,10400.07,-0.07576872078745023,10400.19,10387.13,0.0010291971895188328,8935282,v2_20260217T141158Z_c04a438c,5621
2025-11-04 09:10:00,5m,10392.19,10394.62,10392.19,10394.46,10400.07,-0.05394194462152724,10400.19,10387.13,0.0010404949572465438,8563050,v2_20260217T141158Z_c04a438c,5621
2025-11-04 09:15:00,5m,10394.46,10396.25,10394.14,10395.58,10400.07,-0.04317278633700905,10400.19,10387.13,0.001017970865109643,8225631,v2_20260217T141158Z_c04a438c,5621
2025-11-04 09:20:00,5m,10395.58,10397.01,10393.7,10396.5,10400.07,-0.03432669203188299,10400.19,10387.13,0.0009935706234907302,7919777,v2_20260217T141158Z_c04a438c,5621
2025-11-04 09:25:00,5m,10396.5,10398.41,10396.2,10397.66,10400.07,-0.023172920951497478,10400.19,10387.13,0.0009738579128917016,7642546,v2_20260217T141158Z_c04a438c,5621
2025-11-04 09:30:00,5m,10397.66,10397.69,10395.0,10395.22,10400.07,-0.04663430149989267,10400.19,10387.13,0.0009733971475333647,7391275,v2_20260217T141158Z_c04a438c,5621
2025-11-04 09:35:00,5m,10395.22,10395.23,10393.42,10393.75,10400.07,-0.06076882174831377,10400.19,10387.13,0.0009546178827269122,7163544,v2_20260217T141158Z_c04a438c,5621
2025-11-04 09:40:00,5m,10393.75,10393.92,10391.81,10391.89,10400.07,-0.07865331675652731,10400.19,10387.13,0.0008912057996784082,6957163,v2_20260217T141158Z_c04a438c,5621
2025-11-04 09:45:00,5m,10391.89,10392.56,10390.79,10392.52,10400.07,-0.07259566522147542,10400.19,10387.13,0.0008829834628175832,6770146,v2_20260217T141158Z_c04a438c,5621
2025-11-04 09:50:00,5m,10392.52,10392.52,10389.69,10389.92,10400.07,-0.09759549695338432,10400.19,10387.13,0.0008453496617792202,6600695,v2_20260217T141158Z_c04a438c,5621
2025-11-04 09:55:00,5m,10389.92,10390.78,10388.28,10390.48,10400.07,-0.09221091781113078,10400.19,10387.13,0.0008490808715781928,6447179,v2_20260217T141158Z_c04a438c,5621
2025-11-04 10:00:00,5m,10390.48,10391.26,10389.8,10390.23,10400.07,-0.09461474778534873,10400.19,10387.13,0.0008460075793725012,6308118,v2_20260217T141158Z_c04a438c,5621
2025-11-04 10:05:00,5m,10390.23,10391.44,10390.02,10391.42,10400.07,-0.0831725171080544,10400.19,10387.13,0.0008398049828678661,6182181,v2_20260217T141158Z_c04a438c,5621
2025-11-04 10:10:00,5m,10391.42,10391.47,10389.16,10389.3,10400.07,-0.1035569952894555,10400.19,10387.13,0.000860513846824466,6068155,v2_20260217T141158Z_c04a438c,5621
2025-11-04 10:15:00,5m,10389.3,10390.94,10389.13,10390.79,10400.07,-0.08923016864308408,10400.19,10387.13,0.000873348578145261,5964943,v2_20260217T141158Z_c04a438c,5621
2025-11-04 10:20:00,5m,10390.79,10390.92,10388.79,10388.87,10400.07,-0.10769158284510416,10400.19,10387.13,0.0008344222908531302,5871549,v2_20260217T141158Z_c04a438c,5621
2025-11-04 10:25:00,5m,10388.87,10388.94,10384.72,10384.86,10400.07,-0.14624901563161652,10400.19,10384.72,0.0009148672742966071,5787079,v2_20260217T141158Z_c04a438c,5621
2025-11-04 10:30:00,5m,10384.86,10386.61,10384.66,10386.08,10400.07,-0.13451832535742447,10400.19,10384.66,0.0008759904971624845,5710715,v2_20260217T141158Z_c04a438c,5621
2025-11-04 10:35:00,5m,10386.08,10387.44,10385.51,10385.64,10400.07,-0.13874906611205384,10400.19,10384.66,0.0007386752272170792,5641728,v2_20260217T141158Z_c04a438c,5621
2025-11-04 10:40:00,5m,10385.64,10388.76,10385.49,10388.71,10400.07,-0.10923003402861786,10400.19,10384.66,0.0008070907250933167,5579450,v2_20260217T141158Z_c04a438c,5621
2025-11-04 10:45:00,5m,10388.71,10388.77,10386.77,10387.86,10400.07,-0.11740305594095668,10400.19,10384.66,0.0008051692706578632,5523287,v2_20260217T141158Z_c04a438c,5621
2025-11-04 10:50:00,5m,10387.86,10390.49,10387.82,10390.3,10400.07,-0.09394167539257259,10400.19,10384.66,0.0008104673453640726,5472694,v2_20260217T141158Z_c04a438c,5621
2025-11-04 10:55:00,5m,10390.3,10390.36,10385.92,10386.32,10400.07,-0.13221064858217613,10400.19,10384.66,0.0008750677433831157,5427184,v2_20260217T141158Z_c04a438c,5621
2025-11-04 11:00:00,5m,10386.32,10386.83,10385.64,10386.79,10400.07,-0.12769144823062684,10400.19,10384.66,0.0008691957080723442,5386323,v2_20260217T141158Z_c04a438c,5621
2025-11-04 11:05:00,5m,10386.79,10386.87,10384.88,10384.96,10400.07,-0.14528748364194266,10400.19,10384.66,0.0008616387435038349,5349716,v2_20260217T141158Z_c04a438c,5621
2025-11-04 11:10:00,5m,10384.96,10390.45,10384.65,10390.4,10400.07,-0.09298014340287653,10400.19,10384.65,0.0010200825919705633,5317010,v2_20260217T141158Z_c04a438c,5621
2025-11-04 11:15:00,5m,10390.4,10390.44,10388.89,10389.25,10400.07,-0.10403776128429243,10400.19,10384.65,0.0010167902837864662,5287893,v2_20260217T141158Z_c04a438c,5621
2025-11-04 11:20:00,5m,10389.25,10391.62,10389.11,10391.17,10400.07,-0.08557634708227235,10400.19,10384.65,0.0010225956298531682,5262083,v2_20260217T141158Z_c04a438c,5621
2025-11-04 11:25:00,5m,10391.17,10391.23,10386.96,10387.46,10400.07,-0.12124918389972983,10400.19,10384.65,0.0010788003307924733,5239329,v2_20260217T141158Z_c04a438c,5621
2025-11-04 11:30:00,5m,10387.46,10388.82,10387.12,10388.66,10400.07,-0.10971080002345479,10400.19,10384.65,0.0010600288289147426,5219419,v2_20260217T141158Z_c04a438c,5621
