date,timestamp,ticker,sector,index_weight,close,return
2026-01-15,2026-01-15,SHEL.L,Energy,0.075,124.80441405772207,-0.03601812886871069
2026-01-16,2026-01-16,SHEL.L,Energy,0.075,126.17611419967126,0.010990798300729894
2026-01-19,2026-01-19,SHEL.L,Energy,0.075,127.59062257876361,0.01121058758279654
2026-01-20,2026-01-20,SHEL.L,Energy,0.075,122.9997863987224,-0.03598098423892581
2026-01-21,2026-01-21,SHEL.L,Energy,0.075,123.16576553741523,0.0013494262352194515
2026-01-22,2026-01-22,SHEL.L,Energy,0.075,122.79345111693293,-0.003022872620957267
2026-01-23,2026-01-23,SHEL.L,Energy,0.075,125.34651139522848,0.02079150194959766
2026-01-26,2026-01-26,SHEL.L,Energy,0.075,123.91164188425728,-0.01144722334111812
2026-01-27,2026-01-27,SHEL.L,Energy,0.075,123.66227782434198,-0.002012434474463731
2026-01-28,2026-01-28,SHEL.L,Energy,0.075,124.0317393047226,0.0029876651706627544
2026-01-29,2026-01-29,SHEL.L,Energy,0.075,122.78259976965528,-0.010071128100513218
2026-01-30,2026-01-30,SHEL.L,Energy,0.075,125.04790764085053,0.018449746751128072
2026-02-02,2026-02-02,SHEL.L,Energy,0.075,124.81031167012591,-0.0019000395544962539
2026-02-03,2026-02-03,SHEL.L,Energy,0.075,125.31969590031146,0.004081267191543215
2026-02-04,2026-02-04,SHEL.L,Energy,0.075,123.10278237886347,-0.01769006464244454
2026-02-05,2026-02-05,SHEL.L,Energy,0.075,127.00372289581321,0.03168848373340672
2026-02-06,2026-02-06,SHEL.L,Energy,0.075,128.82372635518135,0.014330315819648543
2026-02-09,2026-02-09,SHEL.L,Energy,0.075,128.42154928832858,-0.003121917664017348
2026-02-10,2026-02-10,SHEL.L,Energy,0.075,130.91354457733215,0.019404806302473723
2026-02-11,2026-02-11,SHEL.L,Energy,0.075,133.8331883238092,0.02230207543385515
2026-02-12,2026-02-12,SHEL.L,Energy,0.075,139.38675054310443,0.0414961512077138
2026-02-13,2026-02-13,SHEL.L,Energy,0.075,135.1321391310022,-0.03052378648275118
2025-11-03,2025-11-03,AZN.L,Health Care,0.072,156.09982723583997,-0.011513061082625757
2025-11-04,2025-11-04,AZN.L,Health Care,0.072,157.9281511813343,0.011712530230620022
2025-11-05,2025-11-05,AZN.L,Health Care,0.072,155.19228734818668,-0.017323471545021004
2025-11-06,2025-11-06,AZN.L,Health Care,0.072,156.29508529825088,0.007106010027353812
2025-11-07,2025-11-07,AZN.L,Health Care,0.072,157.3842941568769,0.006968925840166569
2025-11-10,2025-11-10,AZN.L,Health Care,0.072,152.7838232400119,-0.029230813287375215
2025-11-11,2025-11-11,AZN.L,Health Care,0.072,152.39889138555304,-0.002519454260901417
2025-11-12,2025-11-12,AZN.L,Health Care,0.072,150.07265192419064,-0.015264149497500278
2025-11-13,2025-11-13,AZN.L,Health Care,0.072,149.61065408331507,-0.0030784945488200473
2025-11-14,2025-11-14,AZN.L,Health Care,0.072,152.172522524907,0.017123569556518965
2025-11-17,2025-11-17,AZN.L,Health Care,0.072,155.79573655594956,0.023809909771650862
2025-11-18,2025-11-18,AZN.L,Health Care,0.072,153.90418191163758,-0.012141247803868343
2025-11-19,2025-11-19,AZN.L,Health Care,0.072,152.3015218018032,-0.010413362976416969
2025-11-20,2025-11-20,AZN.L,Health Care,0.072,153.5951273976628,0.00849371418325708
2025-11-21,2025-11-21,AZN.L,Health Care,0.072,156.30820978892183,0.017663857162830143
2025-11-24,2025-11-24,AZN.L,Health Care,0.072,157.2518906738682,0.006037308508751497
2025-11-25,2025-11-25,AZN.L,Health Care,0.072,155.36356684091257,-0.012008274271702805
2025-11-26,2025-11-26,AZN.L,Health Care,0.072,154.6540338006345,-0.004566920383622774
2025-11-27,2025-11-27,AZN.L,Health Care,0.072,154.19014170693865,-0.0029995473269960183
2025-11-28,2025-11-28,AZN.L,Health Care,0.072,153.52401284445563,-0.004320178028950078
2025-12-01,2025-12-01,AZN.L,Health Care,0.072,151.83378901232376,-0.011009507899225644
2025-12-02,2025-12-02,AZN.L,Health Care,0.072,152.3233452786118,0.0032242906501418274
2025-12-03,2025-12-03,AZN.L,Health Care,0.072,153.94637829903104,0.01065518235205895
2025-12-04,2025-12-04,AZN.L,Health Care,0.072,153.4646967188806,-0.0031288919263485508
2025-12-05,2025-12-05,AZN.L,Health Care,0.072,151.86973930447786,-0.010392992320079958
2025-12-08,2025-12-08,AZN.L,Health Care,0.072,149.35426308449453,-0.016563380114455514
2025-12-09,2025-12-09,AZN.L,Health Care,0.072,147.7604006717571,-0.010671690113296054
2025-12-10,2025-12-10,AZN.L,Health Care,0.072,149.638098937416,0.012707723159401307
2025-12-11,2025-12-11,AZN.L,Health Care,0.072,148.35551870094022,-0.008571214453962046
2025-12-12,2025-12-12,AZN.L,Health Care,0.072,146.1526330380418,-0.014848693747207863
2025-12-15,2025-12-15,AZN.L,Health Care,0.072,148.46430319808172,0.015816821852523522
2025-12-16,2025-12-16,AZN.L,Health Care,0.072,148.32170796634404,-0.000960468130493693
2025-12-17,2025-12-17,AZN.L,Health Care,0.072,150.27829824464496,0.013191530121436444
2025-12-18,2025-12-18,AZN.L,Health Care,0.072,150.51016941100528,0.0015429451162859156
2025-12-19,2025-12-19,AZN.L,Health Care,0.072,149.65338282963853,-0.005692549445127988
2025-12-22,2025-12-22,AZN.L,Health Care,0.072,148.21446377968317,-0.009615011854382016
2025-12-23,2025-12-23,AZN.L,Health Care,0.072,149.87612429903615,0.011211190034887466
2025-12-24,2025-12-24,AZN.L,Health Care,0.072,155.1926003093114,0.03547246791402018
2025-12-25,2025-12-25,AZN.L,Health Care,0.072,153.19096530376495,-0.012897747711920702
2025-12-26,2025-12-26,AZN.L,Health Care,0.072,150.7302872315601,-0.016062814587828492
2025-12-29,2025-12-29,AZN.L,Health Care,0.072,150.7510011302706,0.00013742360006697898
2025-12-30,2025-12-30,AZN.L,Health Care,0.072,149.11886549475588,-0.01082669848477048
2025-12-31,2025-12-31,AZN.L,Health Care,0.072,148.6350565351457,-0.003244451719807252
2026-01-01,2026-01-01,AZN.L,Health Care,0.072,147.52835068775826,-0.007445792891569668
2026-01-02,2026-01-02,AZN.L,Health Care,0.072,149.11531078688103,0.01075698394054132
2026-01-05,2026-01-05,AZN.L,Health Care,0.072,150.56421477169118,0.009716668108488005
2026-01-06,2026-01-06,AZN.L,Health Care,0.072,150.4568023310738,-0.0007133995337489822
2026-01-07,2026-01-07,AZN.L,Health Care,0.072,152.40539383248603,0.012951169180935165
2026-01-08,2026-01-08,AZN.L,Health Care,0.072,152.61116053817216,0.0013501274496379532
2026-01-09,2026-01-09,AZN.L,Health Care,0.072,153.98588092516457,0.009007993793799747
2026-01-12,2026-01-12,AZN.L,Health Care,0.072,149.01184107077864,-0.0323019216080159
2026-01-13,2026-01-13,AZN.L,Health Care,0.072,148.31699264894104,-0.004663041653901408
2026-01-14,2026-01-14,AZN.L,Health Care,0.072,150.42671117027126,0.014224388478020242
2026-01-15,2026-01-15,AZN.L,Health Care,0.072,147.8688884646624,-0.01700378001825489
2026-01-16,2026-01-16,AZN.L,Health Care,0.072,148.62051769040264,0.005083078892013479
2026-01-19,2026-01-19,AZN.L,Health Care,0.072,149.3860198800434,0.005150716748513853
2026-01-20,2026-01-20,AZN.L,Health Care,0.072,151.5872458658749,0.01473515384906233
2026-01-21,2026-01-21,AZN.L,Health Care,0.072,152.03738477240222,0.0029695038257083256
2026-01-22,2026-01-22,AZN.L,Health Care,0.072,154.15017548128407,0.013896520990838452
2026-01-23,2026-01-23,AZN.L,Health Care,0.072,154.82184459688474,0.004357238734912873
2026-01-26,2026-01-26,AZN.L,Health Care,0.072,153.13577277809455,-0.010890400015451818
2026-01-27,2026-01-27,AZN.L,Health Care,0.072,151.57280092169307,-0.01020644509148315
2026-01-28,2026-01-28,AZN.L,Health Care,0.072,150.06153208028485,-0.009970580686101974
2026-01-29,2026-01-29,AZN.L,Health Care,0.072,149.39699158662577,-0.004428453344748867
2026-01-30,2026-01-30,AZN.L,Health Care,0.072,149.52826600488874,0.0008786951923781816
2026-02-02,2026-02-02,AZN.L,Health Care,0.072,149.40606477179728,-0.0008172450357142071
2026-02-03,2026-02-03,AZN.L,Health Care,0.072,148.85894649923745,-0.003661954910568732
2026-02-04,2026-02-04,AZN.L,Health Care,0.072,147.08802992040677,-0.011896608302543271
2026-02-05,2026-02-05,AZN.L,Health Care,0.072,145.4630680486855,-0.011047546646729663
2026-02-06,2026-02-06,AZN.L,Health Care,0.072,145.68944515350148,0.0015562514104282316
2026-02-09,2026-02-09,AZN.L,Health Care,0.072,146.14099269590477,0.003099384048909761
2026-02-10,2026-02-10,AZN.L,Health Care,0.072,149.04317003632082,0.01985874932747319
2026-02-11,2026-02-11,AZN.L,Health Care,0.072,149.51259352112274,0.0031495806529580955
2026-02-12,2026-02-12,AZN.L,Health Care,0.072,149.3133484401359,-0.00133263075901815
2026-02-13,2026-02-13,AZN.L,Health Care,0.072,148.27731535082674,-0.006938650161774084
2025-11-03,2025-11-03,HSBA.L,Financials,0.06,86.15464128233175,0.048953031463357756
2025-11-04,2025-11-04,HSBA.L,Financials,0.06,84.28822504836305,-0.021663559921889744
2025-11-05,2025-11-05,HSBA.L,Financials,0.06,84.77339816950021,0.005756119800349392
2025-11-06,2025-11-06,HSBA.L,Financials,0.06,85.72279186294135,0.011199193543508453
2025-11-07,2025-11-07,HSBA.L,Financials,0.06,86.09794132217229,0.004376309393081186
2025-11-10,2025-11-10,HSBA.L,Financials,0.06,86.16144448595516,0.000737568898950056
2025-11-11,2025-11-11,HSBA.L,Financials,0.06,86.64849822341571,0.005652803761199149
2025-11-12,2025-11-12,HSBA.L,Financials,0.06,86.96834212727626,0.0036912804078365045
2025-11-13,2025-11-13,HSBA.L,Financials,0.06,83.41732578022791,-0.0408311376322605
2025-11-14,2025-11-14,HSBA.L,Financials,0.06,83.08261358252797,-0.004012502133930613
2025-11-17,2025-11-17,HSBA.L,Financials,0.06,81.7140686552369,-0.016472097690230534
2025-11-18,2025-11-18,HSBA.L,Financials,0.06,82.66857914054843,0.011681103401407584
2025-11-19,2025-11-19,HSBA.L,Financials,0.06,81.44001790228609,-0.014861284069895727
2025-11-20,2025-11-20,HSBA.L,Financials,0.06,82.63705781395126,0.01469842397507088
2025-11-21,2025-11-21,HSBA.L,Financials,0.06,84.15771499101453,0.018401637440757866
2025-11-24,2025-11-24,HSBA.L,Financials,0.06,84.86496916387112,0.008403913686726008
2025-11-25,2025-11-25,HSBA.L,Financials,0.06,85.16576428457196,0.003544396747732439
2025-11-26,2025-11-26,HSBA.L,Financials,0.06,84.62072443861081,-0.006399752888261086
2025-11-27,2025-11-27,HSBA.L,Financials,0.06,83.49482440190775,-0.013305251688312616
2025-11-28,2025-11-28,HSBA.L,Financials,0.06,83.00100051581428,-0.005914425111146972
2025-12-01,2025-12-01,HSBA.L,Financials,0.06,81.8231434441024,-0.014190877994145125
2025-12-02,2025-12-02,HSBA.L,Financials,0.06,82.44730268640956,0.00762815037451545
2025-12-03,2025-12-03,HSBA.L,Financials,0.06,83.10442032448223,0.007970153257433209
2025-12-04,2025-12-04,HSBA.L,Financials,0.06,84.03099307928854,0.011149500245456134
2025-12-05,2025-12-05,HSBA.L,Financials,0.06,80.75672627216925,-0.038964990024928245
2025-12-08,2025-12-08,HSBA.L,Financials,0.06,82.24320280498037,0.018406844871365274
2025-12-09,2025-12-09,HSBA.L,Financials,0.06,80.35067615963823,-0.02301134416943616
2025-12-10,2025-12-10,HSBA.L,Financials,0.06,78.90045979454038,-0.01804858943833405
2025-12-11,2025-12-11,HSBA.L,Financials,0.06,78.00184396307968,-0.011389234407514598
2025-12-12,2025-12-12,HSBA.L,Financials,0.06,77.12677362371909,-0.0112185852910705
2025-12-15,2025-12-15,HSBA.L,Financials,0.06,77.688827298059,0.007287400314215103
2025-12-16,2025-12-16,HSBA.L,Financials,0.06,76.07848029717888,-0.020728167188080834
2025-12-17,2025-12-17,HSBA.L,Financials,0.06,73.31779995189268,-0.03628726986267865
2025-12-18,2025-12-18,HSBA.L,Financials,0.06,71.95728094019806,-0.01855646258599304
2025-12-19,2025-12-19,HSBA.L,Financials,0.06,74.09550015016345,0.029715119610236537
2025-12-22,2025-12-22,HSBA.L,Financials,0.06,74.72210959664062,0.008456781386282466
2025-12-23,2025-12-23,HSBA.L,Financials,0.06,72.40190611000325,-0.031051097180769285
2025-12-24,2025-12-24,HSBA.L,Financials,0.06,72.8880451635006,0.006714451036119964
2025-12-25,2025-12-25,HSBA.L,Financials,0.06,70.00680882157955,-0.03952961470509947
2025-12-26,2025-12-26,HSBA.L,Financials,0.06,72.23696110171991,0.03185621966892045
2025-12-29,2025-12-29,HSBA.L,Financials,0.06,69.18812990051406,-0.04220597260331421
2025-12-30,2025-12-30,HSBA.L,Financials,0.06,69.8509723209559,0.009580291032507458
2025-12-31,2025-12-31,HSBA.L,Financials,0.06,70.7126767161622,0.012336326418577282
2026-01-01,2026-01-01,HSBA.L,Financials,0.06,68.09450177072338,-0.03702553865904519
2026-01-02,2026-01-02,HSBA.L,Financials,0.06,69.18936703075181,0.016078614742125318
2026-01-05,2026-01-05,HSBA.L,Financials,0.06,70.56747233079014,0.019917876968376148
2026-01-06,2026-01-06,HSBA.L,Financials,0.06,71.2529552406226,0.009713865144824904
2026-01-07,2026-01-07,HSBA.L,Financials,0.06,71.86696263946006,0.008617290283103905
2026-01-08,2026-01-08,HSBA.L,Financials,0.06,73.90885022233631,0.028412047871285873
2026-01-09,2026-01-09,HSBA.L,Financials,0.06,74.59880401238004,0.009335198531274356
2026-01-12,2026-01-12,HSBA.L,Financials,0.06,74.54835383220743,-0.0006762867158601246
2026-01-13,2026-01-13,HSBA.L,Financials,0.06,75.2835349802256,0.009861802578134946
2026-01-14,2026-01-14,HSBA.L,Financials,0.06,76.7902118822134,0.02001336550393859
2026-01-15,2026-01-15,HSBA.L,Financials,0.06,74.28447222209739,-0.032630977291213774
2026-01-16,2026-01-16,HSBA.L,Financials,0.06,75.51322071993003,0.01654112173212842
2026-01-19,2026-01-19,HSBA.L,Financials,0.06,74.55090787638078,-0.012743633954090942
2026-01-20,2026-01-20,HSBA.L,Financials,0.06,72.65075700260527,-0.025487964236817855
2026-01-21,2026-01-21,HSBA.L,Financials,0.06,72.76903185863205,0.0016279920665181686
2026-01-22,2026-01-22,HSBA.L,Financials,0.06,75.77778292743915,0.04134658647997646
2026-01-23,2026-01-23,HSBA.L,Financials,0.06,77.91064028818434,0.028146209592691544
2026-01-26,2026-01-26,HSBA.L,Financials,0.06,76.74458113980253,-0.014966622582854616
2026-01-27,2026-01-27,HSBA.L,Financials,0.06,77.82481931964783,0.014075758363674773
2026-01-28,2026-01-28,HSBA.L,Financials,0.06,76.646135301419,-0.01514534859872482
2026-01-29,2026-01-29,HSBA.L,Financials,0.06,77.12527778084946,0.00625135863075388
2026-01-30,2026-01-30,HSBA.L,Financials,0.06,77.87416083012238,0.009709955942082652
2026-02-02,2026-02-02,HSBA.L,Financials,0.06,73.74597971171934,-0.053010922678299
2026-02-03,2026-02-03,HSBA.L,Financials,0.06,73.55396779144908,-0.002603693394824461
2026-02-04,2026-02-04,HSBA.L,Financials,0.06,71.18072117899645,-0.03226537852018556
2026-02-05,2026-02-05,HSBA.L,Financials,0.06,70.87511987337342,-0.004293315669765789
2026-02-06,2026-02-06,HSBA.L,Financials,0.06,68.65386729435905,-0.03134037138819517
2026-02-09,2026-02-09,HSBA.L,Financials,0.06,66.29876386291716,-0.03430401700961991
2026-02-10,2026-02-10,HSBA.L,Financials,0.06,65.39088092799294,-0.013693813911846238
2026-02-11,2026-02-11,HSBA.L,Financials,0.06,66.38952264002545,0.01527188038852361
2026-02-12,2026-02-12,HSBA.L,Financials,0.06,69.36111951822026,0.044760027787928154
2026-02-13,2026-02-13,HSBA.L,Financials,0.06,69.42047024940176,0.0008556772381089999
2025-11-03,2025-11-03,ULVR.L,Consumer Discretionary,0.048,107.49581627533048,7.918041734996951e-05
2025-11-04,2025-11-04,ULVR.L,Consumer Discretionary,0.048,107.28595550687605,-0.0019522691740570942
2025-11-05,2025-11-05,ULVR.L,Consumer Discretionary,0.048,107.00693863744904,-0.0026006840141265457
2025-11-06,2025-11-06,ULVR.L,Consumer Discretionary,0.048,107.07863634433781,0.000670028577601726
2025-11-07,2025-11-07,ULVR.L,Consumer Discretionary,0.048,106.41502168317132,-0.006197451553571137
2025-11-10,2025-11-10,ULVR.L,Consumer Discretionary,0.048,105.41148282676494,-0.009430424770237842
2025-11-11,2025-11-11,ULVR.L,Consumer Discretionary,0.048,105.4106109368951,-8.271298785263799e-06
2025-11-12,2025-11-12,ULVR.L,Consumer Discretionary,0.048,105.37313243056772,-0.000355547757424521
2025-11-13,2025-11-13,ULVR.L,Consumer Discretionary,0.048,104.85380360138237,-0.004928474813326354
2025-11-14,2025-11-14,ULVR.L,Consumer Discretionary,0.048,104.81739988406797,-0.0003471854721912059
2025-11-17,2025-11-17,ULVR.L,Consumer Discretionary,0.048,104.92941477449006,0.0010686669440948583
2025-11-18,2025-11-18,ULVR.L,Consumer Discretionary,0.048,105.7307039920424,0.007636459416784502
2025-11-19,2025-11-19,ULVR.L,Consumer Discretionary,0.048,105.37444017212944,-0.0033695398447338505
2025-11-20,2025-11-20,ULVR.L,Consumer Discretionary,0.048,105.45202471459562,0.00073627477725559
2025-11-21,2025-11-21,ULVR.L,Consumer Discretionary,0.048,105.46988680806221,0.000169385969733208
2025-11-24,2025-11-24,ULVR.L,Consumer Discretionary,0.048,105.61520905646915,0.0013778553557320912
2025-11-25,2025-11-25,ULVR.L,Consumer Discretionary,0.048,105.37247875871644,-0.002298251359072104
2025-11-26,2025-11-26,ULVR.L,Consumer Discretionary,0.048,104.66203248432484,-0.0067422374680810755
2025-11-27,2025-11-27,ULVR.L,Consumer Discretionary,0.048,104.46161801116948,-0.0019148727422753267
2025-11-28,2025-11-28,ULVR.L,Consumer Discretionary,0.048,104.40271514303666,-0.0005638709150237733
2025-12-01,2025-12-01,ULVR.L,Consumer Discretionary,0.048,104.22345368795642,-0.0017170190912625428
2025-12-02,2025-12-02,ULVR.L,Consumer Discretionary,0.048,104.0862875737654,-0.0013160772296195618
2025-12-03,2025-12-03,ULVR.L,Consumer Discretionary,0.048,104.7290762240781,0.006175536329481916
2025-12-04,2025-12-04,ULVR.L,Consumer Discretionary,0.048,104.62138565074207,-0.0010282776972615417
2025-12-05,2025-12-05,ULVR.L,Consumer Discretionary,0.048,103.96713773681668,-0.006253481636244676
2025-12-08,2025-12-08,ULVR.L,Consumer Discretionary,0.048,103.77682048865344,-0.001830551963881287
2025-12-09,2025-12-09,ULVR.L,Consumer Discretionary,0.048,103.42608790462671,-0.0033796813428589104
2025-12-10,2025-12-10,ULVR.L,Consumer Discretionary,0.048,103.26528160875742,-0.0015547943379389502
2025-12-11,2025-12-11,ULVR.L,Consumer Discretionary,0.048,102.75106196967528,-0.004979598477544234
2025-12-12,2025-12-12,ULVR.L,Consumer Discretionary,0.048,102.8865252284882,0.0013183635888151966
2025-12-15,2025-12-15,ULVR.L,Consumer Discretionary,0.048,102.86852309580564,-0.00017497075192862309
2025-12-16,2025-12-16,ULVR.L,Consumer Discretionary,0.048,102.34172766547383,-0.005121055639548645
2025-12-17,2025-12-17,ULVR.L,Consumer Discretionary,0.048,101.44353274370141,-0.008776429148317338
2025-12-18,2025-12-18,ULVR.L,Consumer Discretionary,0.048,101.4499486239816,6.324582855756064e-05
2025-12-19,2025-12-19,ULVR.L,Consumer Discretionary,0.048,101.44757539539025,-2.3393098010716104e-05
2025-12-22,2025-12-22,ULVR.L,Consumer Discretionary,0.048,102.00235071184282,0.0054685911840705054
2025-12-23,2025-12-23,ULVR.L,Consumer Discretionary,0.048,101.57092069484078,-0.00422960857265757
2025-12-24,2025-12-24,ULVR.L,Consumer Discretionary,0.048,102.04120935408919,0.004630150598529621
2025-12-25,2025-12-25,ULVR.L,Consumer Discretionary,0.048,101.76157994412486,-0.002740357662696875
2025-12-26,2025-12-26,ULVR.L,Consumer Discretionary,0.048,101.07235816786987,-0.00677290758096954
2025-12-29,2025-12-29,ULVR.L,Consumer Discretionary,0.048,100.52702982362659,-0.005395425160037656
2025-12-30,2025-12-30,ULVR.L,Consumer Discretionary,0.048,100.41969107909348,-0.001067760031520278
2025-12-31,2025-12-31,ULVR.L,Consumer Discretionary,0.048,100.43224699656132,0.00012503441638692472
2026-01-01,2026-01-01,ULVR.L,Consumer Discretionary,0.048,100.13713817844003,-0.0029383870912635833
2026-01-02,2026-01-02,ULVR.L,Consumer Discretionary,0.048,100.90295997264525,0.007647729984459554
2026-01-05,2026-01-05,ULVR.L,Consumer Discretionary,0.048,100.67864318022951,-0.002223094272720477
2026-01-06,2026-01-06,ULVR.L,Consumer Discretionary,0.048,100.61447703505408,-0.0006373362130096998
2026-01-07,2026-01-07,ULVR.L,Consumer Discretionary,0.048,100.84482997960788,0.002289461232040616
2026-01-08,2026-01-08,ULVR.L,Consumer Discretionary,0.048,101.2976819309357,0.0044905817325429954
2026-01-09,2026-01-09,ULVR.L,Consumer Discretionary,0.048,101.69692152123166,0.0039412510008684475
2026-01-12,2026-01-12,ULVR.L,Consumer Discretionary,0.048,101.12409734026714,-0.00563265999005608
2026-01-13,2026-01-13,ULVR.L,Consumer Discretionary,0.048,102.13120463792632,0.009959122742726726
2026-01-14,2026-01-14,ULVR.L,Consumer Discretionary,0.048,102.54522896167715,0.004053847452584485
2026-01-15,2026-01-15,ULVR.L,Consumer Discretionary,0.048,101.70077755290755,-0.008234916605288193
2026-01-16,2026-01-16,ULVR.L,Consumer Discretionary,0.048,101.54559982140641,-0.0015258264020686402
2026-01-19,2026-01-19,ULVR.L,Consumer Discretionary,0.048,101.47287401831967,-0.0007161886208230116
2026-01-20,2026-01-20,ULVR.L,Consumer Discretionary,0.048,101.40491577083931,-0.0006697183669804375
2026-01-21,2026-01-21,ULVR.L,Consumer Discretionary,0.048,100.89412479414662,-0.005037142162289194
2026-01-22,2026-01-22,ULVR.L,Consumer Discretionary,0.048,100.99762136306057,0.0010257938123265
2026-01-23,2026-01-23,ULVR.L,Consumer Discretionary,0.048,101.5356201743452,0.005326846355625005
2026-01-26,2026-01-26,ULVR.L,Consumer Discretionary,0.048,101.26611472937013,-0.0026542945668949582
2026-01-27,2026-01-27,ULVR.L,Consumer Discretionary,0.048,101.02865224579529,-0.002344935264964518
2026-01-28,2026-01-28,ULVR.L,Consumer Discretionary,0.048,100.65282562867756,-0.0037200003045013766
2026-01-29,2026-01-29,ULVR.L,Consumer Discretionary,0.048,101.3346534050474,0.006774054996580106
2026-01-30,2026-01-30,ULVR.L,Consumer Discretionary,0.048,101.93655458323356,0.00593973688132406
